Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Percentage of income used for maintenance	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
397	196.767	0.388197	0.587829	0	23.5337	0	0.0877573	0
398	187.982	0.491717	0.587191	1	14.5784	2	0.0818811	0
399	107.395	0.925349	0.311581	0	7.99811	1	0.170156	132032
400	56.3859	0.903924	0.26474	1	11.8738	2	0.0587146	2753.85
401	106.972	0.0920659	0.380407	0	20.2821	0	0.177582	0
402	72.4229	0.221763	0.22609	1	14.9146	1	0.216497	40486.3
403	112.947	0.400505	0.316812	0	23.9331	2	0.0550487	0
404	61.2048	0.319931	0.34218	1	7.58773	1	0.157661	149317
405	60.8722	0.494028	0.459383	0	22.6233	0	0.149291	0
406	247.71	0.920119	0.513865	1	8.04686	0	0.0938967	2923.72
407	75.3774	0.42804	0.425647	1	6.09579	1	0.133079	143315
408	24.9453	0.0580451	0.277205	0	19.0919	2	0.0670785	163.502
409	17.908	0.0970778	0.457388	0	18.2892	1	0.132041	0
410	12.9776	0.691218	0.204647	1	18.6844	2	0.213326	2507.09
411	29.5429	0.698173	0.528214	1	24.0691	0	0.206273	0
412	11.6802	0.882541	0.203583	0	17.2817	1	0.212483	14914.5
413	209.81	0.488836	0.41181	1	24.4669	0	0.079373	0
414	129.752	0.81338	0.466258	0	19.6387	2	0.224603	0
415	95.695	0.25805	0.283186	0	12.9401	2	0.210287	3128.1
416	215.402	0.833801	0.475584	1	10.6546	0	0.0753341	900.218
417	240.779	0.379759	0.289596	1	8.56537	1	0.195162	147230
418	32.2587	0.768782	0.45846	0	23.2689	0	0.14798	0
419	231.119	0.746832	0.492669	0	9.13527	2	0.231964	4845.01
420	150.867	0.387135	0.212896	1	24.2133	1	0.122545	256.359
421	133.52	0.4694	0.570718	1	18.8476	0	0.0659128	0
422	226.367	0.22788	0.499649	0	16.0084	2	0.153539	0
423	124.283	0.659881	0.433376	0	9.70991	1	0.0532295	0
424	62.179	0.424118	0.277604	1	16.8996	1	0.0961865	105.062
425	80.2989	0.925878	0.387159	0	15.6494	0	0.121241	0
426	162.365	0.0712791	0.345639	1	6.06793	2	0.051948	6563.45
427	149.171	0.473144	0.275132	0	21.0962	1	0.225969	8134
428	203.588	0.24782	0.41373	1	16.551	2	0.141255	0
429	35.3764	0.408033	0.347689	0	12.3626	0	0.0597355	0
430	108.037	0.555135	0.399227	1	17.1158	2	0.0517269	0
431	99.3044	0.361361	0.53441	1	9.29178	1	0.128989	35273.1
432	200.976	0.163059	0.596744	0	24.7844	0	0.0831257	0
433	187.783	0.718502	0.459273	0	14.4687	2	0.208667	0
434	109.967	0.882825	0.563962	1	13.2674	1	0.0828722	0
435	43.0677	0.15891	0.249437	1	19.6294	0	0.17141	249.077
436	49.1967	0.68674	0.481062	0	11.6798	2	0.0729517	0
437	233.582	0.0567617	0.586351	0	5.15119	1	0.0699733	130271
438	163.964	0.435729	0.360219	1	7.35391	0	0.136597	0
439	160.859	0.369626	0.367352	1	12.7951	0	0.217594	0
440	124.971	0.0182766	0.361486	0	6.15968	1	0.231035	149537
441	106.099	0.180831	0.332539	0	8.27549	2	0.15525	3603.65
442	199.088	0.0220072	0.298831	1	13.8752	1	0.145196	0
443	103.643	0.921945	0.484169	1	13.0166	0	0.17489	0
444	139.069	0.916437	0.492774	0	18.9082	2	0.228289	0
445	184.35	0.21097	0.296726	0	17.1918	2	0.132314	0
446	170.049	0.340322	0.297074	1	18.6816	0	0.156708	0
447	26.5207	0.496689	0.335095	0	12.1494	1	0.241342	95085.8
448	21.3783	0.0417507	0.479428	1	24.4147	2	0.151043	0
449	82.6546	0.113804	0.464978	0	17.1666	0	0.206944	0
450	136.902	0.0963578	0.482404	1	17.9861	1	0.0661958	0
451	123.158	0.67529	0.343852	0	16.0111	0	0.210641	0
452	58.1109	0.559275	0.40636	1	13.2596	1	0.153896	0
453	173.736	0.849323	0.308022	1	17.5938	2	0.246414	0
454	207.479	0.517078	0.235929	0	17.5299	1	0.0854521	80.9843
455	169.791	0.54281	0.515001	0	20.4486	2	0.144434	0
456	189.217	0.277852	0.326856	1	7.2375	0	0.104389	598.374
457	51.1143	0.664532	0.414875	0	16.8341	2	0.170692	0
458	127.41	0.637748	0.282377	1	21.767	0	0.165263	18.5597
459	106.716	0.772225	0.44191	1	17.7714	1	0.14495	0
460	121.836	0.561587	0.339104	0	11.6609	2	0.228217	3616.03
461	38.3846	0.895072	0.388581	0	11.4033	1	0.120207	3639.26
462	241.999	0.105169	0.536408	1	13.7348	0	0.241767	0
463	49.2688	0.0733135	0.429956	0	7.51265	0	0.132159	2309
464	137.024	0.197451	0.294139	1	6.44264	1	0.150093	150486
465	119.673	0.511687	0.393608	1	18.0267	2	0.134387	0
466	220.107	0.884876	0.36485	0	21.8115	1	0.0982051	0
467	170.794	0.61832	0.496547	1	22.4077	0	0.108717	0
468	188.734	0.0682264	0.214052	0	21.0593	2	0.219883	199.126
469	230.588	0.757931	0.413177	1	11.096	2	0.143267	4255.34
470	93.73	0.62521	0.263032	0	19.9395	1	0.150649	114.423
471	21.7314	0.868188	0.569901	1	13.6276	0	0.0861833	0
472	195.011	0.975918	0.47705	0	24.2835	0	0.126829	0
473	51.3518	0.96717	0.268393	1	7.07573	2	0.142802	140204
474	199.62	0.246427	0.352245	0	21.4855	1	0.126636	0
475	118.433	0.541553	0.320584	1	16.8449	2	0.247545	0
476	49.8269	0.754549	0.282126	0	8.40123	0	0.10751	106.802
477	98.1293	0.334571	0.47471	1	7.95237	1	0.194489	143436
478	204.427	0.841682	0.26405	0	15.3354	0	0.0689295	5.15839
479	198.508	0.0884475	0.595082	0	15.4874	1	0.188702	0
480	170.518	0.85829	0.386485	1	12.0311	2	0.0763412	0
481	206.807	0.509316	0.408203	1	8.26167	2	0.175621	4599.31
482	23.0169	0.152501	0.344939	0	7.64625	1	0.210829	147505
483	6.17833	0.355858	0.341896	1	7.488	0	0.239753	6.80112
484	249.401	0.516507	0.377144	0	16.9868	1	0.0756838	0
485	199.143	0.521901	0.322889	0	22.6722	0	0.064781	0
486	171.464	0.650461	0.349934	1	10.0134	2	0.100821	3753.52
487	221.814	0.905386	0.354005	0	7.69464	2	0.234858	112448
488	183.686	0.300175	0.270709	1	24.2939	1	0.247438	8754.07
489	85.946	0.316695	0.471421	0	16.3558	0	0.145502	0
490	204.974	0.270441	0.212257	1	20.271	2	0.110019	187.159
491	220.918	0.139978	0.487106	1	21.2447	1	0.132942	0
492	40.158	0.561928	0.483245	0	23.3443	0	0.157846	0
493	151.639	0.546322	0.509194	0	9.42047	0	0.157357	0
494	154.091	0.273475	0.59169	1	10.6992	2	0.0774254	4275.39
495	110.329	0.629012	0.451408	1	14.2554	1	0.0583144	0
496	4.57314	0.754043	0.485033	0	15.9586	1	0.199998	0
497	9.12235	0.444958	0.401544	1	18.074	2	0.0863515	0
498	74.6919	0.325569	0.409379	0	6.15316	0	0.21124	1304.29
499	7.9584	0.102263	0.223861	1	8.87302	0	0.0953607	790.219
500	126.272	0.639205	0.287475	0	12.2944	1	0.237948	91183.5
501	145.175	0.221363	0.578483	1	23.0069	2	0.149146	0
502	32.9401	0.266542	0.56069	0	19.4673	2	0.147542	0
503	118.719	0.110039	0.209012	1	20.1881	0	0.106429	324.234
504	45.1304	0.190014	0.411977	0	15.6996	1	0.158623	0
505	167.86	0.784877	0.527341	0	17.9366	1	0.13267	0
506	150.02	0.769074	0.395798	1	12.5069	0	0.0567175	385.919
507	199.897	0.740127	0.428232	1	12.8461	2	0.0977489	0
508	65.6291	0.767538	0.39355	0	8.69382	2	0.197318	3908.17
509	140.562	0.858836	0.405058	0	10.5986	1	0.181387	73296.8
510	38.5038	0.185913	0.500478	1	6.05691	0	0.227874	10391.9
511	225.49	0.770993	0.461718	0	18.2829	1	0.103779	0
512	110.084	0.95943	0.299092	1	12.7062	2	0.128286	98542.6
513	237.39	0.371462	0.326298	1	21.3229	0	0.214882	0
514	116.508	0.127629	0.487526	0	24.8687	1	0.129221	0
515	156.062	0.914767	0.266664	1	15.9495	0	0.187966	32.398
516	74.0318	0.0893327	0.263387	0	8.86556	2	0.134644	3042.08
517	114.435	0.454996	0.576763	1	7.83703	0	0.143857	232.465
518	173.351	0.182623	0.581944	0	7.65245	1	0.130248	107675
519	23.2389	0.0203678	0.509466	0	24.0636	2	0.22005	0
520	142.592	0.294708	0.575937	1	16.5594	2	0.171846	0
521	5.8849	0.0748567	0.438395	1	8.41863	1	0.241659	147539
522	59.075	0.493079	0.48323	0	17.6483	0	0.193161	0
523	162.919	0.501717	0.36871	1	9.3601	1	0.10844	4134.55
524	33.3412	0.598513	0.532272	0	22.2368	0	0.149674	0
525	18.4895	0.108136	0.503919	0	21.4162	2	0.200622	0
526	48.7217	0.301593	0.538241	1	22.6186	0	0.0944103	0
527	50.1745	0.371797	0.447129	1	6.99617	1	0.19973	146769
528	45.0507	0.464718	0.4159	0	24.4763	2	0.248941	0
529	234.977	0.318416	0.312382	1	6.22904	0	0.231989	878.898
530	2.9954	0.708053	0.333043	0	15.6653	1	0.0974715	24.6951
531	110.628	0.175871	0.245325	0	21.0268	2	0.0553932	161.723
532	197.555	0.17966	0.492734	1	7.96013	1	0.112253	57862.5
533	233.763	0.492627	0.35517	0	24.2675	0	0.143219	0
534	193.465	0.339579	0.50236	1	11.3838	2	0.13098	4215.71
535	104.478	0.367623	0.535835	0	14.8319	0	0.108385	0
536	157.571	0.976596	0.200016	1	12.1129	2	0.092316	126779
537	207.186	0.831487	0.258862	0	7.59044	1	0.225628	149028
538	49.0562	0.73897	0.56155	1	5.80612	1	0.0823336	124819
539	39.1769	0.0686046	0.439218	1	15.3689	2	0.084992	0
540	21.5015	0.557593	0.37636	0	11.1505	0	0.191755	0
541	148.727	0.855905	0.42284	0	21.87	1	0.17439	0
542	10.4389	0.373814	0.288644	1	22.8017	0	0.180474	144.571
543	239.166	0.201039	0.275507	1	20.3872	2	0.18365	0
544	61.6846	0.633655	0.231885	0	10.9834	0	0.15621	299.522
545	133.7	0.638784	0.368846	1	8.23254	1	0.117583	56697.2
546	208.699	0.321317	0.333185	0	13.2731	2	0.0927808	0
547	190.535	0.612312	0.440999	1	9.94956	0	0.175958	0
548	106.473	0.372358	0.415053	0	15.5754	2	0.0817007	0
549	242.077	0.319455	0.477163	1	13.3171	1	0.146935	0
550	208.563	0.376559	0.451366	0	21.3275	0	0.103016	0
551	18.2903	0.0189891	0.273026	1	18.2773	1	0.208723	10078.7
552	232.327	0.881795	0.579037	0	10.8687	2	0.0813312	4364.75
553	170.84	0.493589	0.487161	1	9.43141	1	0.220084	138204
554	171.633	0.915581	0.597228	0	18.7851	0	0.0900774	0
555	151.065	0.806383	0.510118	1	14.5469	2	0.136261	0
556	238.312	0.528799	0.482148	0	12.3417	1	0.101745	0
557	0.547909	0.161627	0.267039	0	8.41132	0	0.18102	391.97
558	241.33	0.346844	0.373652	1	15.0927	2	0.236954	0
559	20.9771	0.4447	0.318926	0	8.7356	0	0.156761	36.1498
560	63.9335	0.773331	0.295947	1	15.9024	2	0.244567	3000.72
561	181.732	0.12157	0.55741	1	6.07288	1	0.0718088	54967.6
562	122.5	0.76274	0.558058	0	23.7159	2	0.149454	0
563	107.423	0.863433	0.399973	0	8.72322	0	0.187257	0
564	188.184	0.86036	0.240796	1	8.96174	1	0.223271	149971
565	36.5681	0.465602	0.482503	1	20.6349	0	0.153208	0
566	122.547	0.677554	0.218286	0	6.87648	1	0.0969248	84889.5
567	101.407	0.691818	0.440334	1	21.1094	2	0.123426	0
568	3.9348	0.553477	0.54479	0	16.3946	2	0.126885	0
569	163.942	0.632926	0.389552	1	16.2465	0	0.171491	0
570	248.941	0.859144	0.525852	0	16.8487	1	0.162139	0
571	228.028	0.522845	0.548737	1	7.73323	1	0.232918	143272
572	92.868	0.497169	0.418512	0	11.0536	0	0.246897	0
573	160.201	0.0652533	0.530724	0	8.45463	2	0.173105	4690.84
574	56.4288	0.0949091	0.353003	1	15.7172	1	0.150449	0
575	50.4742	0.508266	0.327757	0	20.7081	2	0.0932242	0
576	20.3574	0.389716	0.59313	1	5.88299	0	0.223133	7746.29
577	26.5387	0.808306	0.44765	1	17.3371	2	0.204124	0
578	37.975	0.0950108	0.343583	0	14.8488	0	0.208307	327.07
579	116.284	0.583451	0.26058	0	18.8236	1	0.0846455	94.1376
580	222.607	0.211503	0.323816	1	9.89414	0	0.155798	0
581	80.3591	0.680663	0.52846	0	6.84778	1	0.237445	144924
582	191.51	0.624403	0.228076	1	14.0109	2	0.190885	2958.17
583	108.395	0.170139	0.382993	1	9.53305	1	0.061749	3695.65
584	123.283	0.406005	0.256074	0	19.5121	2	0.175651	101.91
585	57.0322	0.239844	0.390096	0	10.7861	0	0.193922	0
586	149.645	0.936056	0.292221	1	18.3569	1	0.166166	0
587	11.242	0.659818	0.416261	1	16.3618	2	0.138547	0
588	176.691	0.0429865	0.37583	0	9.1645	0	0.184116	6736.66
589	240.348	0.521983	0.506272	0	17.0534	2	0.225571	0
590	54.896	0.689166	0.419504	1	10.8701	0	0.0955826	0
591	38.0806	0.461446	0.301433	0	16.6613	1	0.152882	61.3328
592	76.9999	0.743648	0.277135	1	22.1913	0	0.212695	86.6614
593	236.047	0.298037	0.266533	1	6.98137	2	0.079222	5443.11
594	240.665	0.807761	0.216705	0	16.8241	1	0.0537068	124.221
595	175.051	0.0410179	0.564879	0	12.7051	2	0.14026	0
596	100.45	0.261195	0.294719	1	18.8075	1	0.246622	20536
597	193.394	0.344844	0.541438	0	8.45655	0	0.235063	0
598	78.9876	0.453486	0.208458	1	24.2042	0	0.154179	390.483
599	54.2594	0.698814	0.571339	0	23.9783	1	0.166918	0
600	70.0361	0.100586	0.597618	1	17.6545	2	0.122828	0
601	119.434	0.62046	0.489738	0	20.229	0	0.108005	0
602	18.2219	0.778334	0.281783	1	14.7019	1	0.130073	2674.82
603	244.665	0.656729	0.437514	1	5.92272	2	0.0644342	7989.99
604	63.4475	0.556629	0.386809	0	12.4843	2	0.139971	0
605	207.672	0.565907	0.585645	1	18.741	0	0.199612	0
606	29.7993	0.10261	0.271784	0	17.4294	1	0.0679067	176.715
607	235.056	0.448032	0.288783	1	9.14973	1	0.145288	72947.6
608	45.39	0.400879	0.379951	0	17.0956	2	0.118292	0
609	76.5453	0.550899	0.258475	0	14.2812	0	0.0684871	156.628
610	209.794	0.39313	0.43617	1	11.8303	0	0.0576355	1599.46
611	187.32	0.233062	0.504345	1	17.9968	1	0.0514542	0
612	135.65	0.7948	0.529919	0	20.4678	2	0.140534	0
613	226.144	0.591016	0.328855	0	6.95884	2	0.0898142	6712.94
614	46.207	0.0975314	0.347467	1	24.8433	1	0.0662286	0
615	80.3332	0.262161	0.579934	0	12.5803	0	0.162819	0
616	246.53	0.871091	0.327191	1	24.4632	1	0.087825	0
617	35.5078	0.201411	0.226475	1	22.087	2	0.108178	371.69
618	144.811	0.981926	0.273342	0	14.1188	0	0.219814	106010
619	171.28	0.595565	0.309062	0	20.4923	0	0.164868	0
620	209.341	0.81915	0.516778	1	23.0219	1	0.228369	0
621	9.42717	0.509174	0.493542	0	13.4405	2	0.135925	0
622	24.4407	0.711687	0.368411	1	18.4908	2	0.18911	0
623	89.4689	0.886159	0.224994	1	5.87204	0	0.060946	1417.36
624	89.4047	0.862497	0.394558	0	12.5019	1	0.205333	61486
625	104.791	0.27913	0.449602	1	19.7476	0	0.198327	0
626	155.08	0.195232	0.338104	0	12.3813	1	0.151542	4166.07
627	221.848	0.0262229	0.507469	0	6.33193	2	0.0917383	7301.25
628	201.641	0.466778	0.532616	1	16.3219	2	0.247512	0
629	233.37	0.864476	0.206373	0	7.94351	0	0.0591599	482.949
630	127.96	0.593119	0.458296	1	7.54264	1	0.232943	144360
631	189.574	0.949196	0.219964	0	5.27905	2	0.246241	141688
632	0.207877	0.920793	0.552947	1	12.2933	1	0.104733	0
633	55.2323	0.870641	0.509372	0	24.2243	0	0.223617	0
634	19.4644	0.296756	0.260747	1	10.6348	1	0.136367	6186.5
635	75.2238	0.60648	0.599372	1	12.1575	0	0.244931	0
636	63.2131	0.172951	0.505755	0	10.2995	2	0.112783	4285.42
637	149.509	0.447403	0.509704	0	15.4698	1	0.207116	0
638	104.531	0.120819	0.20985	1	16.5385	2	0.124903	2516.94
639	67.3137	0.18246	0.571216	1	22.9438	0	0.121007	0
640	173.232	0.288062	0.217537	0	20.4607	2	0.224403	2557.7
641	73.2422	0.646475	0.395887	1	10.9712	0	0.185776	0
642	130.683	0.577799	0.550459	0	14.138	1	0.0882151	0
643	69.5219	0.086961	0.207062	0	13.7783	0	0.0937387	549.605
644	140.721	0.563531	0.57482	1	15.0343	2	0.181185	0
645	122.969	0.0266094	0.258481	0	17.389	1	0.149131	93.4572
646	246.461	0.369538	0.45232	1	19.5208	1	0.0503261	0
647	46.9858	0.255967	0.382187	0	22.5628	2	0.226322	0
648	72.3917	0.19803	0.482268	1	6.90167	0	0.0733705	4942.36
649	43.5578	0.463851	0.554289	0	13.3613	1	0.242683	74811.5
650	48.8894	0.0281356	0.33523	1	21.6577	2	0.176853	0
651	79.7468	0.0157	0.281459	1	11.4906	0	0.0511539	75453.2
652	102.185	0.202735	0.524472	0	23.2226	1	0.151659	0
653	129.634	0.889141	0.358615	1	5.37657	2	0.185599	130152
654	168.615	0.585849	0.441989	0	16.7826	0	0.239316	0
655	203.414	0.457238	0.495986	1	19.1518	1	0.235237	0
656	182.359	0.12914	0.449131	0	5.092	2	0.185322	13682.7
657	64.8068	0.248266	0.515802	0	6.83202	0	0.0990776	4010.57
658	238.904	0.155102	0.218913	1	23.924	1	0.125604	116.422
659	7.9418	0.987499	0.565505	0	19.0548	0	0.0814135	80921.2
660	219.089	0.381388	0.200234	1	18.6687	2	0.229231	2730.83
661	149.732	0.163077	0.348383	0	21.2733	0	0.153916	0
662	166.415	0.382199	0.432969	1	10.742	2	0.150227	4319.98
663	118.674	0.299101	0.282018	0	12.2346	1	0.218748	80164.5
664	28.0163	0.0125626	0.351214	1	17.1275	1	0.143736	0
665	224.787	0.840946	0.242409	0	9.9371	2	0.233851	4573.59
666	217.053	0.210115	0.490652	1	18.3142	0	0.195473	0
667	41.7688	0.571957	0.306543	0	19.2919	0	0.184419	42.9318
668	214.854	0.890454	0.237319	1	12.7919	2	0.19782	3999.49
669	33.1424	0.733479	0.21409	1	23.582	1	0.0651417	439.489
670	219.663	0.892468	0.33178	0	9.30821	2	0.178173	75028.1
671	232.687	0.637565	0.228197	1	19.9835	0	0.209019	84.6724
672	55.637	0.912348	0.47847	0	5.93683	1	0.225584	147253
673	62.2619	0.421439	0.345447	1	22.5352	2	0.0790212	0
674	83.5665	0.109223	0.249742	0	8.61655	0	0.0568182	249.767
675	166.901	0.979046	0.299339	0	10.8617	1	0.07261	121177
676	66.6911	0.244236	0.492081	1	23.0819	0	0.173894	0
677	7.888	0.739773	0.431729	0	15.3513	1	0.121991	0
678	52.7814	0.0351182	0.43983	1	12.3556	2	0.241063	3830.82
679	34.7685	0.751819	0.364305	1	7.21811	0	0.21023	0
680	27.7737	0.980001	0.310282	0	11.8212	1	0.168757	112738
681	91.2613	0.822746	0.359751	1	8.87477	2	0.121469	3687.81
682	107.193	0.401954	0.494742	0	12.1911	0	0.137107	0
683	96.7018	0.501365	0.372298	1	11.9439	2	0.0848819	0
684	53.4849	0.759978	0.408934	0	15.6429	1	0.159449	0
685	173.873	0.914577	0.315585	1	5.193	2	0.0999878	131460
686	64.2343	0.31114	0.298281	0	11.382	0	0.0897216	39.1245
687	83.9	0.465865	0.232899	1	21.0454	1	0.220307	9118.9
688	143.103	0.27856	0.355865	0	11.4305	2	0.233617	3819.44
689	201.558	0.215197	0.507422	1	23.507	0	0.196669	0
690	54.3139	0.750861	0.39462	0	15.931	1	0.240021	44976.5
691	56.9075	0.0664806	0.405636	1	13.4707	2	0.110231	0
692	179.182	0.514652	0.341248	0	9.75124	0	0.176126	0
693	47.4324	0.610413	0.339193	1	20.0627	1	0.169454	0
694	5.44196	0.805569	0.550231	0	5.20669	2	0.240339	110784
695	239.729	0.365208	0.378933	1	5.62331	1	0.154858	145905
696	118.284	0.781348	0.578535	0	8.32649	0	0.191966	0
697	174.348	0.657136	0.348662	1	5.71496	0	0.211058	48153.4
698	153.273	0.279795	0.406559	0	18.1656	2	0.233061	0
699	16.0907	0.51015	0.340081	0	17.2768	1	0.22069	15744.9
700	132.098	0.277355	0.539497	1	20.3984	0	0.05232	0
701	81.386	0.147941	0.425563	0	22.6385	1	0.223481	0
702	196.639	0.100349	0.277776	1	13.5816	2	0.239469	3344.81
703	5.4684	0.847778	0.499523	0	20.4162	1	0.234765	0
704	202.786	0.430787	0.349697	1	16.7313	2	0.0770645	0
705	236.658	0.250466	0.500045	1	8.70226	0	0.244198	0
706	55.1642	0.8484	0.297169	0	8.52859	2	0.0632582	3145.6
707	229.185	0.112198	0.215901	0	22.8952	0	0.0687364	140.757
708	172.127	0.2038	0.537603	1	23.9748	1	0.156322	0
709	155.259	0.19218	0.583319	1	14.582	2	0.227756	0
710	46.7743	0.616072	0.536667	0	21.599	1	0.176656	0
711	186.015	0.668987	0.244841	0	16.96	0	0.119981	70.9071
712	14.1119	0.149528	0.391369	1	14.3793	1	0.177677	0
713	93.3694	0.299873	0.474365	1	21.3334	0	0.0894184	0
714	134.621	0.0454365	0.398436	0	9.56562	2	0.0765662	3924.7
715	236.076	0.858606	0.589278	0	18.5748	1	0.140352	0
716	120.639	0.949952	0.550425	1	19.3373	2	0.0860272	0
717	87.0053	0.747801	0.547605	1	13.3372	0	0.209752	0
718	26.7726	0.871317	0.246703	0	11.9292	2	0.135609	2753.65
719	62.6341	0.567617	0.243321	0	22.3105	1	0.061779	243.993
720	162.444	0.903722	0.237617	1	13.7168	0	0.0588598	125.576
721	173.628	0.424589	0.263189	1	8.28819	2	0.246302	4945.32
722	84.5224	0.626999	0.348775	0	21.6033	0	0.164007	0
723	215.917	0.729766	0.405451	1	21.3391	1	0.140398	0
724	203.281	0.653078	0.449913	0	19.4495	0	0.172116	0
725	42.159	0.727608	0.300035	0	21.169	1	0.0500069	60.1552
726	91.4296	0.984315	0.387192	1	24.7141	2	0.13505	93646.7
727	94.8463	0.45588	0.343764	1	14.6016	2	0.0877634	0
728	91.3609	0.233643	0.365548	0	18.0925	0	0.0983753	0
729	101.954	0.0244271	0.215093	0	19.6207	1	0.108507	318.288
730	216.832	0.541969	0.492989	1	22.0886	0	0.201879	0
731	49.3337	0.564999	0.352763	1	8.81263	2	0.213758	3521.75
732	108.154	0.44815	0.536224	0	8.78699	1	0.0783204	4550.62
733	42.755	0.249896	0.257875	0	10.1088	2	0.125164	2893.6
734	111.781	0.283966	0.424041	1	15.7874	1	0.116258	0
735	194.936	0.0609303	0.517471	1	19.3899	0	0.0794832	0
736	64.1097	0.0391094	0.565159	0	13.7334	0	0.0833079	0
737	67.193	0.455695	0.215612	0	18.9939	2	0.0862561	372.26
738	23.0776	0.497556	0.430203	1	5.29482	1	0.151693	149560
739	154.068	0.795283	0.230819	0	8.06394	1	0.18295	137191
740	12.9118	0.485341	0.276136	1	6.69759	2	0.158964	4082.45
741	152.86	0.604268	0.201318	1	12.0485	0	0.100346	314.945
742	243.576	0.212486	0.452942	0	21.2081	0	0.230936	0
743	14.2171	0.118904	0.510561	0	15.7263	2	0.0927117	0
744	242.417	0.623137	0.276503	1	11.5601	1	0.145802	5458.6
745	12.0849	0.709282	0.585522	1	22.4449	2	0.0995432	0
746	140.912	0.439383	0.371464	0	18.1014	1	0.173371	0
747	149.462	0.399212	0.33592	1	17.267	0	0.0909166	0
748	5.38592	0.407284	0.591122	0	6.66923	0	0.183097	2263.52
749	97.5862	0.984531	0.572992	0	9.70255	1	0.191636	120018
750	151.197	0.95708	0.205995	1	12.4183	2	0.0618179	81577.3
751	223.315	0.839445	0.321459	0	13.1405	0	0.123966	0
752	105.888	0.408454	0.393371	1	21.1405	1	0.076795	0
753	229.363	0.660635	0.362428	0	9.02374	2	0.147343	4283.1
754	78.1226	0.417188	0.307248	1	14.146	2	0.211409	3108.16
755	178.142	0.251149	0.209593	1	17.959	1	0.0700156	235.493
756	202.046	0.321458	0.3281	0	18.4042	0	0.214817	0
757	234.878	0.0624802	0.520602	0	19.3852	1	0.0733191	0
758	34.8419	0.159491	0.462342	1	21.74	2	0.0677934	0
759	144.652	0.0603354	0.443559	0	5.44078	0	0.153758	109610
760	219.106	0.703609	0.273209	1	5.53057	1	0.221035	151483
761	205.4	0.0163608	0.314736	0	12.3969	2	0.060075	0
762	231.738	0.607558	0.211961	1	20.9177	0	0.0719487	156.196
763	169.944	0.299675	0.398289	0	13.0116	2	0.0705514	0
764	229.379	0.162784	0.362559	1	10.6218	1	0.168328	58657.9
765	60.4662	0.426192	0.509019	1	18.3552	0	0.0590579	0
766	193.885	0.276006	0.282641	0	22.4413	0	0.107043	0
767	218.907	0.53361	0.324025	1	17.7087	2	0.159806	0
768	179.873	0.0234764	0.298161	0	7.47623	1	0.181811	144761
769	78.473	0.336179	0.238254	0	16.6327	2	0.143709	2563.06
770	51.6463	0.347916	0.39199	1	14.009	0	0.107982	0
771	29.8533	0.852421	0.501982	0	22.8166	1	0.214196	0
772	124.637	0.767746	0.564904	1	18.3423	2	0.165215	0
773	42.3484	0.0372012	0.592124	1	24.6719	1	0.181697	0
774	63.8771	0.407386	0.202324	0	16.699	0	0.16654	449.144
775	17.3532	0.207898	0.313119	1	8.33224	1	0.0526554	3114.53
776	187.715	0.619223	0.542427	0	5.28809	0	0.198004	56656.7
777	25.3041	0.986595	0.423047	1	9.25444	2	0.0506218	134543
778	101.472	0.18843	0.588252	0	22.0117	0	0.243605	0
779	40.9712	0.813571	0.514853	0	17.188	1	0.0695309	0
780	22.4553	0.593356	0.311679	1	9.51042	2	0.226966	3176.03
781	36.2551	0.979626	0.267905	0	12.684	0	0.11944	107284
782	191.226	0.124733	0.412206	1	8.82378	2	0.172504	4553.09
783	148.089	0.809538	0.485269	1	19.7114	1	0.156086	0
784	219.603	0.59712	0.553882	0	10.7796	1	0.099399	4390.85
785	247.488	0.0155814	0.404358	0	15.2273	2	0.22128	0
786	144.107	0.930121	0.243859	1	14.6133	0	0.231003	144.18
787	56.3175	0.248927	0.244115	0	24.1908	0	0.160666	250.839
788	164.076	0.431915	0.479989	1	7.81561	1	0.106008	48138.5
789	136.743	0.704425	0.594352	0	17.8086	2	0.195156	0
790	179.53	0.600771	0.396774	1	8.29734	2	0.107672	4375.09
791	194.772	0.888794	0.200893	0	11.3234	0	0.100424	258.956
792	38.7243	0.36569	0.48564	1	8.83551	1	0.201252	142258
793	230.323	0.115373	0.43772	1	17.2347	0	0.150478	0
794	124.056	0.745743	0.298139	0	21.8753	1	0.21628	212.771
795	208.924	0.742281	0.419444	0	5.20021	2	0.149062	91360.1
796	86.1878	0.247305	0.521439	1	5.97469	0	0.160164	7288.66
797	123.882	0.736242	0.370259	0	24.9374	2	0.100678	0
798	161.454	0.263477	0.246362	1	19.4563	1	0.160396	92.2664
799	161.195	0.474846	0.595159	1	8.8605	1	0.147704	91529.7
800	180.309	0.915701	0.328798	0	14.3015	2	0.246981	8591.76
801	35.9711	0.536352	0.545893	0	17.4947	0	0.0544144	0
802	44.6056	0.491924	0.592052	1	6.54232	2	0.224156	7812.96
803	70.2925	0.0962252	0.487328	1	6.52054	1	0.079478	42741.2
804	23.493	0.0508309	0.292318	0	5.10812	0	0.241124	128938
805	208.378	0.66635	0.221069	1	16.1821	1	0.0612661	141.496
