Simulation,Annual.financial.bail-out,Attention.rate.for.planning.new.infrastructure,Default.infrastructure.aging.time,Maximum.capacity.exceeding,Percentage.of.income.used.for.maintenance,Staff.Hired,Staff.required.for.tankers,Staff.service.time,switch.policy.staff.attention,Target.percentage.infrastructure.maintenance,householdshortage
2959,17.3214,0.894745,26.7254,0.416206,0.226923,13.9005,1,22.3945,2,0.14879,7678.97
2960,134.351,0.857424,36.989,0.0339404,0.543561,18.4512,0,7.37342,0,0.165528,3263.31
2961,169.164,0.172489,27.1553,0.213146,0.378523,2.68497,0,22.8387,1,0.186996,105476
2962,71.4983,0.0720267,26.3762,0.169712,0.318162,41.6682,1,6.74495,1,0.199937,5447.86
2963,81.2668,0.0039152,24.9898,0.126769,0.344058,26.9927,1,17.5814,2,0.086525,5256.03
2964,193.883,0.112289,26.2285,0.367957,0.383624,29.3069,0,22.1759,0,0.235386,4158.31
2965,135.227,0.830218,32.2139,0.496463,0.251133,1.56925,1,18.5665,2,0.154093,181993
2966,149.429,0.0829844,34.2873,0.262799,0.391473,1.78935,0,10.7359,1,0.103904,174284
2967,27.1774,0.686536,21.3564,0.0701324,0.309803,8.31553,1,10.4544,0,0.0631465,6748.1
2968,163.976,0.52906,32.6697,0.150713,0.324198,49.1545,0,16.5376,2,0.164035,4289.32
2969,59.9394,0.359618,32.6157,0.484474,0.267246,11.3514,1,13.3888,0,0.0672215,5202.14
2970,199.408,0.400391,28.6052,0.268909,0.397121,27.2028,0,11.8843,1,0.118281,3845.64
2971,90.0912,0.964385,29.7313,0.434871,0.454656,48.3639,0,13.5438,2,0.0754104,3698.28
2972,236.123,0.748613,36.1176,0.281606,0.369332,30.4555,1,7.71411,1,0.190669,3474.83
2973,39.528,0.0828592,35.3376,0.329783,0.29808,7.14741,0,9.54449,0,0.0664784,4710.27
2974,146.341,0.813658,39.7448,0.322664,0.231633,20.8196,1,23.0903,0,0.177912,4651.08
2975,145.833,0.224768,34.2047,0.115771,0.584879,45.6512,1,14.9642,1,0.141927,3446.79
2976,236.17,0.742465,39.4706,0.171139,0.20019,15.9521,0,17.0256,2,0.130295,4767.14
2977,190.72,0.503281,32.3161,0.401415,0.207377,37.8085,0,16.3917,1,0.158201,5494.28
2978,186.261,0.361826,31.1241,0.441119,0.352642,19.3563,1,21.8616,0,0.215635,4074.07
2979,215.003,0.868864,37.0365,0.341535,0.286239,14.0555,0,15.1447,2,0.0621476,4179.43
2980,22.2313,0.937398,20.5257,0.00462222,0.58656,43.4911,1,23.461,1,0.104721,4391.55
2981,199.98,0.00363866,35.9329,0.00386656,0.560098,2.03854,0,16.5825,2,0.167545,13369.8
2982,44.4684,0.44543,23.0281,0.425273,0.504563,38.3306,1,11.5088,0,0.167578,4271.85
2983,217.898,0.762063,27.1004,0.418822,0.26329,44.9079,1,24.8191,0,0.132657,5385.31
2984,156.277,0.0515762,24.3486,0.271483,0.313946,16.2281,0,10.7529,2,0.161962,5399.42
2985,233.973,0.38996,22.9166,0.302814,0.330362,31.3051,1,7.08886,1,0.1029,4981.43
2986,78.0919,0.822726,26.5832,0.0931677,0.337439,23.0124,0,23.1986,0,0.0519494,5089.31
2987,220.274,0.934524,37.1394,0.178151,0.451008,8.50499,1,6.99146,2,0.174467,3348.35
2988,227.569,0.251049,33.8654,0.423754,0.553416,38.5678,0,10.7823,1,0.207531,3456.57
2989,89.2801,0.958434,26.5539,0.317694,0.38334,38.3667,1,23.7343,1,0.1214,4582.53
2990,196.126,0.218558,20.7913,0.0597702,0.322551,11.9706,0,19.4012,2,0.12915,5547.09
2991,33.6984,0.663014,29.7194,0.14879,0.595439,39.4958,0,5.83274,0,0.0760158,3820.69
2992,180.654,0.965622,35.0901,0.113541,0.490992,27.2202,1,11.1498,0,0.107562,3445.54
2993,191.331,0.0153381,23.0156,0.299944,0.543126,48.7706,1,19.8962,2,0.159009,4537.98
2994,138.117,0.500416,23.7258,0.0948946,0.328061,21.1638,0,23.4582,1,0.193901,5319.88
2995,245.749,0.537606,30.8952,0.0278438,0.260029,21.928,0,8.8296,0,0.163936,4785.76
2996,177.049,0.507423,37.4715,0.175401,0.507319,49.6323,1,8.82601,1,0.121801,3303.28
2997,207.673,0.16012,20.7691,0.0160274,0.35765,48.4052,1,8.07306,2,0.113944,5010.64
2998,195.925,0.0882097,23.298,0.291512,0.465287,21.798,0,6.46341,2,0.123334,4577.55
2999,176.435,0.737661,34.7215,0.295824,0.347219,20.0836,1,19.7812,0,0.21924,3911.51
3000,102.842,0.225404,26.6807,0.187167,0.307229,28.727,0,13.0523,1,0.143768,5382.23
3001,84.2613,0.105936,33.0483,0.361932,0.247037,1.29399,1,20.141,1,0.106102,190355
3002,40.7104,0.612852,24.8006,0.11948,0.446579,7.15189,0,10.2439,0,0.133976,4404.74
3003,70.9818,0.464636,35.5535,0.251124,0.285512,8.56075,1,7.95869,2,0.132483,4698.44
3004,137.38,0.241684,32.6171,0.452037,0.483416,33.5264,0,17.3088,1,0.227434,3634.05
3005,46.0985,0.728059,30.7984,0.230007,0.27407,28.0315,1,13.8166,0,0.0688989,5422.83
3006,1.14675,0.365271,26.5672,0.0107108,0.328222,48.5764,0,11.9613,2,0.217584,5502.91
3007,145.598,0.699585,29.0901,0.35433,0.213342,1.07392,1,9.68794,0,0.185974,199741
3008,156.046,0.43489,27.2252,0.463197,0.225168,16.6804,0,21.4697,2,0.208277,6315.05
3009,132.741,0.199012,25.7481,0.134315,0.236229,40.2151,1,18.469,1,0.151299,6356.69
3010,40.2614,0.0369404,38.846,0.205268,0.567004,22.9361,0,23.4073,0,0.138558,3258.52
3011,222.718,0.838724,22.2994,0.0373752,0.577916,47.8237,1,13.1164,1,0.197366,4245.74
3012,215.176,0.125155,38.2282,0.236215,0.253953,8.41514,0,7.03579,2,0.0912842,4391.03
3013,65.9101,0.544969,39.2791,0.469573,0.368594,22.243,1,8.12902,2,0.199394,3831.96
3014,192.426,0.729554,23.8471,0.0514833,0.227704,8.98442,0,18.5221,0,0.0775293,6346.78
3015,230.12,0.539582,25.461,0.205341,0.438951,42.0104,0,22.2752,1,0.195024,4284.83
3016,137.069,0.948228,26.1507,0.317983,0.593721,8.38932,1,10.6751,1,0.190827,4105.36
3017,43.8281,0.87948,28.3354,0.135808,0.556152,12.4672,1,18.5522,0,0.136532,3970.46
3018,22.7497,0.016716,26.9125,0.00643786,0.402098,5.30384,0,13.0183,2,0.248513,10396.2
3019,110.492,0.0540137,30.0989,0.0862933,0.352211,24.1555,1,21.0097,0,0.21457,4429.78
3020,73.4352,0.938587,29.408,0.390505,0.329024,31.4641,0,11.6269,2,0.0657336,4885.75
3021,18.0432,0.607492,21.2382,0.285782,0.239158,13.8012,1,13.6215,1,0.138383,982.704
3022,88.5169,0.0253347,28.4351,0.112271,0.424878,48.167,0,5.92188,2,0.0542055,4022.08
3023,142.29,0.464381,30.7877,0.241375,0.454518,11.6588,0,15.9941,0,0.106524,3628.04
3024,129.44,0.641934,26.9753,0.381908,0.364332,13.6653,1,17.3061,1,0.182319,4546.95
3025,235.865,0.188423,37.6795,0.244585,0.478164,33.6525,0,15.4292,1,0.172414,3291.95
3026,221.518,0.389498,39.6777,0.246876,0.479552,35.4013,1,22.5404,0,0.0931399,3198.25
3027,105.33,0.54247,37.3257,0.311788,0.572816,2.61302,0,19.4121,2,0.153307,9097.29
3028,224.382,0.422717,38.5372,0.0615391,0.253918,36.2919,1,21.4983,2,0.0947606,4340.1
3029,16.9251,0.970921,38.4499,0.424845,0.471296,0.0837657,0,18.2198,0,0.166344,169127
3030,82.0284,0.727736,22.8473,0.392762,0.225439,48.1871,1,8.64728,1,0.156335,9616.34
3031,107.391,0.0425028,27.0745,0.419309,0.533976,15.1564,0,21.1992,0,0.224445,4074.24
3032,234.684,0.722573,20.7929,0.381097,0.474513,38.2163,1,20.3083,1,0.0595516,5021.25
3033,203.95,0.071697,25.9105,0.13705,0.581657,34.4425,1,8.41494,2,0.184158,4098.6
3034,236.359,0.295722,28.191,0.219131,0.27787,30.44,0,24.7923,0,0.117413,4962.66
3035,229.423,0.62016,32.4639,0.320252,0.37206,39.7216,0,23.2986,1,0.116494,3671.25
3036,248.888,0.311004,27.9275,0.266191,0.248969,49.3914,1,8.46823,2,0.0681385,5342.1
3037,217.041,0.618431,29.5801,0.140124,0.364069,46.7093,0,7.86964,0,0.0804613,3977.32
3038,218.213,0.733168,31.1971,0.410836,0.352601,45.0525,1,18.9896,1,0.236042,3962.78
3039,100.401,0.233449,20.5069,0.306602,0.468901,22.5389,0,7.59235,2,0.154731,4772
3040,226.381,0.988045,35.3644,0.277757,0.258232,39.3657,1,19.959,0,0.139401,4522.52
3041,84.7117,0.0903572,22.1599,0.442714,0.317232,14.0635,1,19.6558,2,0.248644,6448.33
3042,225.109,0.290047,33.5899,0.208317,0.416624,0.924119,0,19.8204,1,0.155286,173500
3043,36.638,0.840482,31.0577,0.420944,0.239509,43.4819,0,16.2793,2,0.134863,5842.69
3044,82.1266,0.871586,29.2073,0.0462688,0.588845,30.8883,1,18.9821,0,0.144328,3720.98
3045,22.7747,0.13634,38.557,0.35885,0.524756,19.7023,1,15.0524,1,0.0601257,3082.92
3046,203.079,0.428041,35.3057,0.155968,0.509727,15.4768,0,21.6963,1,0.133283,3410.65
3047,228.615,0.00214891,35.0035,0.0690531,0.599372,39.1884,0,14.7874,0,0.198695,25445.2
3048,89.9821,0.740793,26.8967,0.165012,0.249979,13.5021,1,8.58939,2,0.0751529,6189.04
3049,100.473,0.349977,31.5682,0.303359,0.569972,9.50383,1,24.8889,1,0.154583,3654.51
3050,227.639,0.899686,29.6516,0.185177,0.474649,2.2243,0,15.0703,2,0.0710811,160936
3051,208.713,0.474553,39.743,0.374875,0.585717,29.8599,0,9.52009,0,0.107095,3128
3052,145.53,0.165483,39.3309,0.350259,0.48167,46.4904,1,18.5291,1,0.173787,3246.23
3053,130.246,0.740466,36.6921,0.386086,0.242572,15.2383,1,22.5293,2,0.113846,4820.33
3054,95.2651,0.13873,25.2858,0.0199077,0.400445,31.9238,0,19.4272,0,0.209309,4575.6
3055,45.6129,0.818044,29.434,0.102056,0.451393,15.078,1,14.8973,0,0.149158,3917.43
3056,29.55,0.109965,29.2365,0.0787972,0.57702,20.2978,0,12.5818,2,0.17164,3813.91
3057,19.4321,0.963316,23.8853,0.164372,0.388046,27.8364,1,7.32421,1,0.107361,5314.04
3058,68.1999,0.18832,34.4825,0.0610881,0.351734,48.1933,0,15.9002,0,0.0592266,4251.79
3059,140.288,0.705281,26.1005,0.357935,0.273209,21.6991,1,15.3499,1,0.179621,5794.26
3060,90.9981,0.0776825,25.5278,0.0374924,0.393657,10.7462,0,21.1926,2,0.242243,4606.58
3061,101.36,0.612971,28.6016,0.225973,0.220257,3.89459,0,5.43115,2,0.174389,165966
3062,219.614,0.42491,32.6329,0.34781,0.358826,35.8733,1,15.2521,1,0.226477,3808.54
3063,182.915,0.395444,30.9851,0.104555,0.331439,31.6658,1,16.3628,0,0.122681,4288.37
3064,122.169,0.744687,24.6476,0.232975,0.457181,44.9957,0,24.4455,2,0.165317,4152.32
3065,208.548,0.157516,20.1048,0.418275,0.374596,8.60848,1,11.8007,0,0.0526233,2780.32
3066,185.694,0.042671,23.4351,0.160931,0.53864,17.6479,0,20.6477,1,0.185448,4479.19
3067,94.7687,0.87282,20.9437,0.426533,0.448035,20.0206,0,16.9036,0,0.0720401,4688.13
3068,29.7889,0.160892,25.3626,0.10465,0.384685,25.3819,1,13.0277,2,0.0833581,5014.84
3069,45.0983,0.48893,30.21,0.454302,0.289171,30.0053,0,16.8704,1,0.135563,5340
3070,9.90897,0.0175588,29.7383,0.0572027,0.559242,36.9383,1,20.4471,1,0.230807,3719.47
3071,26.4289,0.151743,25.1711,0.390918,0.340212,32.6274,0,8.33541,2,0.232402,5680.89
3072,215.909,0.952592,31.1429,0.175753,0.386921,15.1186,1,23.2914,0,0.0656754,3682.54
3073,194.747,0.873282,29.4694,0.116408,0.286078,26.5388,0,15.2678,1,0.101878,4846.3
3074,173.22,0.878326,29.8244,0.0159713,0.529085,3.95318,1,7.62392,0,0.0551368,57450.8
3075,145.299,0.971061,26.5185,0.0597379,0.551809,38.8727,1,9.36599,2,0.203588,3952.48
3076,164.287,0.381106,37.8353,0.267359,0.356628,6.02437,0,5.92451,2,0.230244,15081.3
3077,184.275,0.82649,39.6804,0.361708,0.358897,1.23147,0,11.7379,0,0.172318,143733
3078,17.3671,0.759227,34.1241,0.082315,0.27439,22.2454,1,20.7788,1,0.0906183,5058.06
3079,87.0806,0.227091,22.3069,0.365239,0.231086,25.4155,0,12.4575,0,0.128081,9829.27
3080,12.8324,0.980062,31.637,0.260745,0.557557,34.0709,1,18.3561,2,0.143016,3672.78
3081,17.5667,0.648953,21.827,0.265444,0.458241,9.92105,1,17.7464,1,0.199349,4821.55
3082,40.4055,0.0142484,38.7419,0.0331143,0.583133,48.2494,0,22.058,1,0.189678,3203.79
3083,8.81592,0.221663,21.5551,0.455824,0.398173,12.2806,0,19.5204,0,0.245923,5791.5
3084,116.288,0.137603,34.7411,0.283548,0.331026,24.4327,1,21.7119,2,0.0873325,4230.88
3085,215.488,0.0894788,28.4654,0.0236223,0.200775,39.2875,0,19.214,1,0.204493,5753.79
3086,163.199,0.339402,33.6811,0.24833,0.494395,49.467,1,5.12353,0,0.102688,3538.9
3087,89.8747,0.981004,34.0133,0.349522,0.265217,15.2837,0,17.3313,2,0.18502,4966.06
3088,115.952,0.422324,32.7637,0.022428,0.384775,12.2003,1,7.95626,0,0.153922,4011.67
3089,89.652,0.061963,31.5009,0.396157,0.427791,49.947,0,20.9349,2,0.0824587,3771.07
3090,213.05,0.980468,37.8236,0.294926,0.265409,15.4626,1,13.0493,1,0.13727,4319.2
3091,97.051,0.664379,26.8448,0.245221,0.340068,0.507571,1,22.3326,1,0.220026,205970
3092,37.2824,0.26329,22.8748,0.336856,0.512982,17.2976,0,18.429,2,0.167252,4288.15
3093,155.984,0.504358,38.0224,0.288983,0.526987,44.656,0,8.95843,0,0.178332,3269.58
3094,0.0972547,0.573543,34.4016,0.402853,0.469461,13.4326,1,7.91792,0,0.0514153,3649.04
3095,203.392,0.465382,30.5958,0.483315,0.299389,27.9245,0,12.7652,2,0.065621,4576.49
3096,7.67996,0.975293,22.9975,0.112514,0.422993,17.1843,1,16.7602,1,0.0929693,5099.49
3097,111.273,0.684894,20.8641,0.00931431,0.274545,46.0459,0,8.49472,1,0.162968,6578.1
3098,11.3736,0.982106,37.5615,0.246732,0.555137,18.9928,1,12.8144,0,0.0627163,3297.61
3099,124.854,0.209304,34.8563,0.428629,0.488492,33.2155,0,19.2102,2,0.16936,3491.4
3100,86.0398,0.200595,33.249,0.212206,0.496495,2.50055,1,17.558,1,0.0674841,10105.8
3101,225.22,0.184921,39.1712,0.0924351,0.399898,20.3174,0,21.4632,2,0.237836,3174.39
3102,68.2569,0.581297,36.3369,0.0540606,0.554783,42.893,1,19.3429,0,0.0535354,3338.27
3103,161.15,0.361936,29.1331,0.00710806,0.490803,20.2559,0,17.3365,0,0.0900478,3676.26
3104,235.799,0.856456,20.0447,0.0938987,0.214107,34.179,1,21.565,1,0.106426,7838.2
3105,132.546,0.478233,20.9295,0.135639,0.203054,7.71541,1,17.8882,2,0.218951,35329.1
3106,121.618,0.388217,21.0457,0.0949962,0.395761,49.3792,0,15.7694,0,0.0752661,4979.14
3107,248,0.425042,33.9111,0.214844,0.570159,12.2069,1,9.83775,1,0.206065,3432.94
3108,207.078,0.579253,31.497,0.285828,0.574296,37.7335,0,15.7752,2,0.0548588,3608.59
3109,224.118,0.936295,27.3512,0.464158,0.23208,21.1821,0,14.7074,1,0.228951,5811.99
3110,184.838,0.432203,22.3333,0.048725,0.264272,28.5928,1,22.2157,0,0.224302,6140.65
3111,43.1351,0.977343,39.6394,0.401348,0.25791,3.57292,0,17.4004,2,0.196994,155172
3112,226.419,0.0590748,39.6097,0.148597,0.589052,6.3079,1,22.6743,1,0.106327,3124.99
3113,210.916,0.357682,35.5491,0.110254,0.537042,18.071,1,10.3427,2,0.155926,3373.52
3114,92.4544,0.555656,34.9446,0.379499,0.482017,0.204,0,21.8524,0,0.105965,152815
3115,52.4407,0.111266,24.5566,0.115207,0.571995,3.71988,1,10.1416,0,0.0792349,43805
3116,182.514,0.588836,22.8059,0.414099,0.309174,28.5994,0,16.1476,2,0.0646051,5622.68
3117,175.214,0.444172,21.9304,0.0360872,0.28799,5.53842,1,21.0023,1,0.0600276,5890.32
3118,100.28,0.465485,26.9005,0.166692,0.505639,8.18049,0,8.64555,1,0.205305,4127.48
3119,222.071,0.0912325,35.2958,0.399366,0.476592,11.4238,1,14.5949,0,0.0659966,3428.52
3120,178.082,0.422214,36.2693,0.0373006,0.519038,39.5306,0,18.3327,2,0.238654,3299.32
3121,153.808,0.45245,32.1529,0.0227691,0.303083,3.62514,1,14.7714,0,0.172624,4564.26
3122,141.546,0.367534,38.0287,0.10519,0.266796,29.643,0,11.2036,1,0.166162,4465.33
3123,52.2821,0.191648,35.5553,0.434145,0.320142,15.4973,1,16.4902,2,0.070175,4467.3
3124,204.78,0.0194062,27.9625,0.391979,0.32947,44.0745,0,6.45574,2,0.193062,4506.2
3125,59.2714,0.205006,32.6964,0.306043,0.465015,35.2145,1,5.92357,0,0.0510229,3543.02
3126,15.9726,0.00752572,31.5893,0.318379,0.21301,0.856665,0,21.8318,1,0.237293,196421
3127,208.344,0.671251,23.8615,0.376509,0.596532,22.4687,0,6.63288,0,0.0575084,4344.63
3128,24.8935,0.330635,30.6494,0.464928,0.519447,40.4606,1,6.19315,2,0.0879784,3519.51
3129,1.23254,0.371044,38.028,0.217915,0.365942,26.6482,0,18.9427,1,0.209401,4127.38
3130,29.2648,0.23504,30.1597,0.312258,0.590347,47.8934,1,12.8903,0,0.0641049,3791.83
3131,138.217,0.317733,35.4959,0.496407,0.305,38.1625,0,6.64428,1,0.18185,4330.34
3132,152.352,0.234565,38.1716,0.259909,0.481702,36.1384,1,12.4521,2,0.183156,3299.72
3133,99.361,0.652491,31.6422,0.151366,0.490229,26.0145,1,5.43455,2,0.194005,3683.3
3134,123.056,0.147146,25.1649,0.472012,0.513146,38.0683,0,17.6648,1,0.0762715,4305.69
3135,109.564,0.238727,35.4264,0.0157357,0.225479,49.2009,1,5.64046,0,0.236322,5062.05
3136,183.541,0.46328,20.1302,0.117401,0.315802,46.8266,0,16.366,1,0.106135,5981.18
3137,198.655,0.553052,25.1305,0.133417,0.571482,20.371,0,8.96734,0,0.216997,4191.29
3138,163.234,0.275409,22.0187,0.132185,0.326619,41.3772,1,7.09754,2,0.138733,5547.84
3139,185.307,0.176065,24.6081,0.0589397,0.580433,29.3109,0,12.3651,1,0.243269,4086.69
3140,110.258,0.847237,22.6118,0.275013,0.445053,25.723,1,20.4815,0,0.151964,4416.4
3141,92.3417,0.274443,27.4937,0.251046,0.256611,18.0656,0,23.9564,2,0.120325,6036.75
3142,238.945,0.100216,22.9488,0.17971,0.384493,40.7353,1,6.38094,1,0.108202,4457.91
3143,2.04257,0.0411847,34.3328,0.496963,0.582734,16.9845,0,15.5837,0,0.163578,3515
3144,39.8276,0.945819,24.5778,0.383176,0.255869,9.10259,1,10.2207,2,0.165483,1215.57
3145,173.996,0.703622,20.6445,0.0957576,0.53487,7.80611,0,18.0691,0,0.204248,4725.33
3146,109.354,0.249623,39.1201,0.282343,0.33307,6.29007,1,15.3414,1,0.115954,3967.21
3147,241.494,0.895533,28.3469,0.155751,0.265022,39.4185,1,8.53559,2,0.0832485,5084.4
3148,141.894,0.818355,39.6529,0.285065,0.563335,26.5941,0,21.721,0,0.0582288,3172.2
3149,223.831,0.583989,20.3392,0.141747,0.489645,32.2297,0,13.7837,1,0.175888,4968.82
3150,220.629,0.636927,25.1074,0.401103,0.352935,36.4133,1,6.3312,2,0.148538,4477.63
3151,89.1139,0.827446,37.7736,0.183805,0.566858,1.08888,0,21.1945,2,0.0581866,120640
3152,225.006,0.527872,36.2166,0.215848,0.513701,20.97,1,22.7572,0,0.06968,3348.37
3153,76.7945,0.488507,20.9953,0.0770687,0.594763,34.8503,0,5.67593,1,0.0723232,4608.19
3154,96.3371,0.275534,38.6954,0.0314497,0.505834,1.7685,1,13.8665,0,0.248344,26242.7
3155,159.373,0.563775,39.7415,0.247182,0.381355,14.037,1,14.5183,2,0.150293,3443.18
3156,4.18798,0.794738,37.8519,0.205244,0.582824,7.24394,0,19.6532,1,0.0753369,3317.88
3157,62.9197,0.161158,28.8694,0.450745,0.496161,44.2969,1,15.791,2,0.193465,3690.67
3158,40.3815,0.6863,27.0587,0.434506,0.217986,13.5391,0,10.4595,0,0.24274,7495.63
3159,92.2281,0.56698,39.8796,0.468563,0.260206,30.0636,1,14.2451,1,0.132156,4532.57
3160,85.5114,0.757406,38.729,0.27747,0.255013,34.5785,0,14.6581,0,0.224771,4671.53
3161,162.417,0.622546,37.5219,0.453466,0.540169,46.0623,1,6.39889,1,0.179742,3283.55
3162,133.562,0.999639,23.0447,0.101249,0.290288,11.5291,0,19.6911,2,0.121597,189750
3163,186.965,0.220043,37.6217,0.0183172,0.5704,37.0561,0,12.4657,1,0.12782,3187.17
3164,76.0223,0.752727,20.8334,0.426146,0.331562,27.0143,1,8.93441,2,0.168217,6727.12
3165,214.551,0.186342,29.2735,0.0108519,0.490623,13.7401,0,14.1195,0,0.0674369,3657.59
3166,145.273,0.436439,32.7678,0.171876,0.326236,33.9124,1,14.1244,1,0.212527,4324.22
3167,201.249,0.570801,39.3879,0.486329,0.36126,41.7191,1,15.531,2,0.0825094,3487.36
3168,202.209,0.458742,35.4892,0.0712927,0.492283,24.8969,0,5.57601,0,0.160282,3381.74
3169,181.114,0.812108,20.9646,0.438572,0.419738,44.7436,1,22.9166,0,0.0971174,4750.99
3170,79.9194,0.327655,34.3208,0.154693,0.498239,11.1311,0,16.8258,2,0.107459,3440.44
3171,116.807,0.501745,25.206,0.176258,0.320523,37.5958,0,9.58288,1,0.218996,5371.41
3172,166.793,0.814431,27.8971,0.16755,0.384072,36.4477,1,16.4594,2,0.130126,4108.72
3173,107.472,0.930771,30.972,0.207054,0.371639,0.741402,1,6.74364,1,0.169425,189913
3174,215.855,0.242915,23.0134,0.255175,0.516593,19.4767,0,10.4562,0,0.14893,4552.29
3175,115.754,0.716264,23.4197,0.234102,0.246433,1.61517,1,11.1941,0,0.138983,212001
3176,100.994,0.696649,26.0539,0.400516,0.367049,11.857,0,16.1672,1,0.235247,4756.91
3177,59.7968,0.955877,20.5525,0.236767,0.397459,31.6506,0,7.5323,2,0.167406,5554.41
3178,86.8085,0.154052,28.7834,0.315342,0.26027,20.8839,1,19.2492,0,0.09438,5741.99
3179,39.496,0.267622,35.6082,0.432839,0.509928,45.8428,1,18.7928,2,0.16912,3238.76
3180,188.159,0.633837,23.4233,0.0205623,0.263176,0.348161,0,11.5211,1,0.230183,197607
3181,243.799,0.519134,29.1704,0.308832,0.321932,38.5067,1,23.6397,2,0.095942,4333.73
3182,97.7376,0.990041,22.8968,0.428883,0.371149,25.8009,0,21.5726,1,0.236087,5388.47
3183,7.21489,0.117084,34.9908,0.201283,0.351298,40.4907,1,14.2838,0,0.0576198,4420.83
3184,32.2584,0.37808,20.1675,0.0223248,0.215696,42.8086,0,24.6538,1,0.0900332,8518.56
3185,85.782,0.213513,30.8733,0.453598,0.438009,10.7015,0,11.2404,2,0.195663,3748.95
3186,132.882,0.375599,38.1416,0.0736503,0.518549,5.80505,1,18.5786,0,0.183687,3260.69
3187,154.601,0.879633,25.672,0.0652596,0.394089,15.0551,1,11.9425,0,0.174238,4274.58
3188,23.7842,0.479398,21.4252,0.494839,0.56547,37.3959,0,24.5888,1,0.106174,4937.41
3189,51.6744,0.348795,38.5631,0.391186,0.553851,48.3192,1,8.62984,2,0.249003,3275.77
3190,20.8577,0.457333,35.17,0.27096,0.501871,25.2443,0,20.893,0,0.107315,3319.83
3191,26.4944,0.289487,26.7121,0.186275,0.261662,32.0721,1,7.94917,1,0.226635,6469.74
3192,97.9149,0.644906,30.4026,0.215922,0.5707,31.361,0,18.9266,2,0.0607518,3744.19
3193,238.16,0.285943,22.7768,0.249765,0.590481,25.6085,1,18.5345,1,0.156511,4491.81
3194,206.242,0.600716,23.11,0.430374,0.350881,1.41927,0,22.9997,2,0.122131,82.345
3195,5.64849,0.590196,20.2952,0.0624797,0.458736,41.3045,0,13.8192,0,0.21767,5163.23
3196,207.464,0.345592,31.1468,0.404843,0.374315,21.2712,1,14.8281,0,0.0519142,3807.65
3197,246.514,0.336485,26.5872,0.455522,0.268699,18.2501,1,6.39772,1,0.0535753,5264.03
3198,69.4668,0.370468,24.2745,0.305321,0.283477,6.74405,0,5.34885,2,0.136342,216.939
3199,71.9865,0.408493,27.532,0.364148,0.226524,23.5309,1,13.8526,2,0.193131,6737.09
3200,51.7068,0.196511,35.3408,0.441615,0.577416,43.678,0,13.2217,1,0.0825822,3430.57
3201,102.544,0.270445,33.197,0.293613,0.290779,26.7113,1,22.6352,0,0.247214,4756.21
3202,48.8268,0.031908,35.0498,0.44357,0.221081,26.4578,0,11.4254,0,0.0839962,5429.04
3203,38.1982,0.0365504,31.7816,0.16233,0.319243,6.6098,0,22.0127,2,0.135765,4865.05
3204,19.3466,0.641757,32.5126,0.0187605,0.303998,28.4341,1,22.985,1,0.135205,4964.32
3205,74.9799,0.676187,37.0621,0.495429,0.233714,41.4004,1,14.0018,2,0.0771041,5021.53
3206,38.2112,0.294008,32.2073,0.275825,0.552141,4.5817,0,17.6664,0,0.19305,3662.07
3207,205.908,0.827329,35.97,0.184317,0.336147,35.9828,1,7.43929,1,0.137064,3842.83
3208,46.2449,0.146553,28.9102,0.391335,0.460482,42.5377,0,19.9987,2,0.19598,3880.33
3209,44.7892,0.545086,20.8463,0.386984,0.380088,10.3706,0,16.6043,0,0.192796,5940.12
3210,183.293,0.774566,36.9382,0.427964,0.463034,11.6279,1,23.5129,1,0.168597,3365.31
3211,63.4201,0.517426,23.2612,0.406362,0.524911,48.6877,0,11.0145,0,0.133846,4600.87
3212,139.16,0.712625,29.8588,0.0264731,0.471422,23.6528,1,12.794,2,0.0816435,3702.29
3213,148.527,0.548856,39.2629,0.155867,0.502207,11.2494,0,16.3189,1,0.198319,3231.07
3214,42.9745,0.260706,20.1294,0.442492,0.281213,7.32357,1,10.4966,1,0.208574,256.779
3215,164.423,0.136884,27.9208,0.446916,0.514375,26.7893,1,9.09709,0,0.165677,3973.47
3216,42.1304,0.175235,22.8891,0.119255,0.477496,7.74859,0,10.8771,2,0.0664864,4325.21
3217,12.0493,0.889233,29.7977,0.0670226,0.382373,5.84883,1,18.2976,1,0.179045,4608.58
3218,5.78976,0.282435,30.0556,0.419161,0.29321,35.028,0,7.50536,2,0.229198,5503.98
3219,148.81,0.975426,22.7558,0.356401,0.319788,43.6608,1,22.6403,0,0.18561,5670.53
3220,249.616,0.08324,23.1469,0.204663,0.465391,41.9642,0,22.4856,0,0.103508,4569.62
3221,177.722,0.964497,21.8918,0.128529,0.201734,6.77812,1,24.7773,1,0.201798,195730
3222,26.0004,0.603856,38.7329,0.135522,0.35322,36.3138,0,17.6183,2,0.13047,4093.02
