Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Default infrastructure aging time	Percentage of income used for maintenance	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
7771	231.119	0.179711	26.9593	0.363797	0	9.07906	2	0.229561	7026.03
7772	214.23	0.658192	36.4769	0.393984	1	10.9299	0	0.182755	0
7773	184.351	0.710016	22.6082	0.491235	0	12.9075	1	0.14617	73175.1
7774	151.082	0.87489	29.9795	0.491736	1	13.9661	2	0.194636	0
7775	173.056	0.369845	39.8735	0.477252	0	9.61984	1	0.0742548	0
7776	88.7499	0.611296	27.2699	0.418465	1	18.5704	0	0.089245	0
7777	31.593	0.345245	26.6421	0.550287	0	11.3097	2	0.159205	7111.2
7778	185.625	0.0758148	39.1709	0.430203	1	6.65015	1	0.226059	145018
7779	4.97294	0.128962	30.4326	0.334673	0	15.6494	0	0.16607	165.24
7780	155.31	0.0699933	35.8745	0.535879	1	6.59832	0	0.0838722	6638.3
7781	55.102	0.449799	38.1737	0.584311	1	22.7112	1	0.0543214	0
7782	137.621	0.726652	26.3534	0.392967	0	22.3529	2	0.158108	0
7783	58.2247	0.980566	36.1225	0.324738	1	16.7271	2	0.193629	123572
7784	125.349	0.728507	21.5301	0.228327	0	22.8886	1	0.115624	155972
7785	44.487	0.0819571	32.0858	0.384266	1	12.1184	0	0.16545	2.06659
7786	138.106	0.391607	24.4376	0.37583	0	16.482	2	0.0671741	6.37894
7787	16.379	0.0636164	27.5197	0.227512	1	18.1931	0	0.198276	10717.7
7788	7.9418	0.811015	25.9244	0.201897	0	13.0293	1	0.237254	75398.4
7789	55.2323	0.201146	31.0013	0.439479	0	15.179	2	0.161073	0
7790	186.464	0.457153	38.4912	0.38604	1	7.84178	0	0.216385	0
7791	178.346	0.108732	20.9148	0.555516	1	5.00698	1	0.233354	207652
7792	108.236	0.170998	38.5167	0.312293	0	6.61202	1	0.221664	142371
7793	156.393	0.367469	26.155	0.290423	1	11.5736	0	0.146279	337.935
7794	8.49208	0.0556547	37.9178	0.213308	0	13.1973	2	0.16755	2295.11
7795	42.1026	0.879878	30.3041	0.3473	0	21.5862	1	0.221897	131.56
7796	117.527	0.864597	22.9082	0.599245	1	21.738	0	0.134913	93.8586
7797	36.0892	0.493705	38.4379	0.43601	0	5.42055	2	0.146513	6496.5
7798	149.607	0.537623	20.2148	0.43758	1	24.3353	2	0.138378	354.4
7799	77.4134	0.714493	31.61	0.386752	0	15.1527	1	0.0939474	0
7800	171.231	0.505845	37.169	0.226266	1	11.9779	0	0.190738	45.688
7801	56.5736	0.306707	29.5938	0.266691	1	18.7258	0	0.144607	498.003
7802	35.654	0.547848	32.6108	0.217462	0	21.3433	2	0.204849	3199.3
7803	50.3255	0.347442	23.3592	0.548112	0	6.35393	1	0.112743	160341
7804	205.111	0.407053	38.1011	0.32418	1	23.8935	2	0.134221	0
7805	5.31624	0.907848	26.1312	0.568834	1	16.6153	1	0.241512	2.69798
7806	185.829	0.233197	27.3409	0.448162	0	20.5594	0	0.109685	0
7807	155.075	0.899982	38.0544	0.328194	1	7.40407	1	0.217164	146380
7808	11.2521	0.27617	23.2023	0.48403	0	18.2544	2	0.177677	0
7809	168.123	0.531987	39.3879	0.588886	0	18.8737	0	0.0514052	0
7810	93.1541	0.769977	31.4905	0.486217	1	15.3777	2	0.0572525	0
7811	233.763	0.354237	36.0739	0.342463	1	23.1197	1	0.109949	0
7812	187.715	0.0706072	24.4397	0.204843	0	13.2469	0	0.174688	12284.9
7813	189.608	0.0951482	21.0394	0.311897	0	17.7919	2	0.0870643	106500
7814	154.854	0.354826	26.0295	0.591961	1	16.4342	0	0.122192	0
7815	107.899	0.0944089	30.5927	0.203013	1	16.8189	1	0.0972942	3823.33
7816	88.138	0.953117	31.9199	0.330466	0	16.6423	1	0.199019	0
7817	43.8506	0.142839	22.3497	0.277972	0	7.93442	2	0.121144	138754
7818	5.04321	0.386743	35.1588	0.270031	1	11.6257	0	0.220795	189.888
7819	146.348	0.715375	36.609	0.206949	1	23.0819	2	0.0707634	180.926
7820	233.639	0.219769	27.9293	0.481062	0	24.5721	1	0.169003	0
7821	184.919	0.896754	35.4932	0.30782	0	11.2002	0	0.132561	0
7822	64.2343	0.69273	29.4867	0.509422	1	19.9607	2	0.24222	0
7823	19.8591	0.47887	36.1313	0.531233	1	24.4291	0	0.0568613	0
7824	13.2054	0.874959	25.2091	0.411115	0	21.7744	1	0.0925867	112.807
7825	246.958	0.665252	32.0227	0.331204	0	13.461	0	0.101125	0
7826	133.76	0.144165	22.7751	0.313493	1	19.8205	1	0.131321	14078.2
7827	32.371	0.28726	37.9879	0.251909	0	14.833	2	0.109655	91.5039
7828	46.4001	0.552893	23.9932	0.358987	1	13.0155	2	0.186715	9721.34
7829	98.7237	0.0756937	35.4249	0.45097	1	6.77044	1	0.135239	97090.8
7830	230.285	0.0783674	22.734	0.291941	0	20.4793	0	0.246414	2937.59
7831	190.374	0.625807	20.2884	0.577605	0	23.3432	0	0.146853	275.349
7832	7.264	0.536069	22.0172	0.513865	1	15.933	2	0.226193	140108
7833	77.5179	0.0337737	28.2199	0.568965	1	16.513	1	0.130283	0
7834	242.796	0.539503	39.2796	0.523183	0	7.69718	1	0.202711	104240
7835	45.1861	0.128529	21.5507	0.200192	0	10.5788	0	0.219131	30638
7836	172.313	0.374805	34.1029	0.421058	1	22.2739	2	0.0759945	0
7837	3.58607	0.672618	30.1702	0.394861	1	17.6866	1	0.114411	0
7838	216.668	0.228346	30.9205	0.492375	0	20.7912	2	0.205515	0
7839	46.1533	0.620689	39.0717	0.535008	1	20.6073	0	0.240775	0
7840	178.966	0.55673	22.1184	0.453634	0	20.8036	2	0.226727	18348.6
7841	59.8973	0.103253	36.0843	0.460309	0	8.77448	0	0.231283	0
7842	162.77	0.229305	36.6181	0.207743	1	23.0497	1	0.163646	153.776
7843	172.281	0.476036	23.3468	0.367098	1	22.6112	2	0.116529	16.6999
7844	9.16212	0.279391	31.2541	0.256692	0	24.031	1	0.0679891	549.174
7845	176.66	0.775963	21.8754	0.476806	0	19.2598	0	0.152003	196.566
7846	96.5397	0.521162	29.3067	0.238092	1	18.0687	0	0.0831107	632.743
7847	168.513	0.734271	22.9306	0.360068	1	21.0797	1	0.16255	73.8167
7848	73.6221	0.260059	32.2692	0.434103	0	6.1749	2	0.240021	4874.34
7849	246.792	0.707404	36.5668	0.524964	1	20.6968	1	0.140802	0
7850	74.224	0.0387657	27.9067	0.218197	0	20.5092	0	0.06441	9542.51
7851	142.698	0.223244	26.9132	0.362495	0	14.2439	2	0.243093	6312.44
7852	93.7667	0.323318	37.9375	0.577824	1	7.62536	0	0.188279	0
7853	215.291	0.720041	22.8345	0.21776	0	7.90253	1	0.221142	167114
7854	56.7672	0.249997	32.2826	0.582973	1	17.7984	2	0.0527829	0
7855	152.903	0.803743	37.4191	0.374869	1	22.0859	2	0.23562	0
7856	166.382	0.736295	23.3958	0.551	0	16.3219	0	0.23734	72.6471
7857	161.71	0.270689	26.616	0.218711	0	6.57254	1	0.214758	167247
7858	23.0776	0.452674	28.152	0.387761	1	24.5519	1	0.131966	27.4825
7859	122.408	0.579329	29.456	0.312674	1	5.60139	0	0.235966	280.638
7860	128.428	0.750298	38.7017	0.395058	0	11.8491	2	0.138829	0
7861	200.867	0.54034	27.6888	0.543661	0	11.3234	1	0.217344	66611.7
7862	49.9358	0.308448	39.0872	0.406044	1	8.09893	2	0.191381	3489.67
7863	240.491	0.899498	29.3368	0.208608	1	21.8753	0	0.0898303	503.659
7864	136.944	0.0919681	36.493	0.406273	0	17.8467	0	0.158603	0
7865	51.1839	0.465937	29.5054	0.548209	0	5.77871	1	0.146062	154670
7866	161.673	0.550051	26.6061	0.530222	1	19.985	2	0.0523589	0
7867	131.151	0.0283647	20.1794	0.594965	0	14.0526	2	0.162276	189993
7868	14.9737	0.793913	38.4969	0.248136	1	19.8169	0	0.101977	111.313
7869	72.9421	0.271476	33.9411	0.395591	1	18.4752	1	0.0643822	0
7870	211.09	0.808042	38.1718	0.33805	0	17.9914	2	0.114369	0
7871	141.74	0.392899	33.7821	0.330669	1	24.6422	0	0.144298	0
7872	105.834	0.211053	35.901	0.359046	0	18.4311	1	0.229349	0
7873	153.592	0.469132	38.6825	0.226321	1	6.54093	1	0.152939	144146
7874	34.7831	0.776784	29.4109	0.520455	0	8.33517	2	0.245327	95879.6
7875	31.4194	0.963443	23.4652	0.47639	1	13.5696	0	0.186574	539.843
7876	66.0028	0.468591	30.6859	0.389004	0	11.541	0	0.173188	0
7877	62.6755	0.309755	21.7715	0.4519	0	18.7645	2	0.109787	61.5021
7878	238.904	0.558288	26.781	0.592547	1	12.0632	1	0.0922276	6831.39
7879	87.5965	0.789326	28.4256	0.250118	0	22.2431	1	0.174742	4796.71
7880	108.109	0.983976	28.5529	0.209514	1	9.28817	2	0.135133	183159
7881	65.332	0.653528	28.8266	0.381165	1	12.5039	0	0.247777	0
7882	62.4109	0.666911	29.6464	0.589711	0	11.7314	2	0.0549873	0
7883	172.191	0.924591	23.7884	0.241427	1	9.81702	1	0.182919	189468
7884	18.849	0.324189	29.1448	0.42659	0	16.191	0	0.0780324	0
7885	247.592	0.45349	38.2055	0.520353	1	13.5245	2	0.239861	0
7886	237.837	0.89306	24.8289	0.291419	0	17.0898	1	0.0765863	97199.2
7887	233.582	0.783356	23.0112	0.246618	0	20.2037	0	0.227953	943.946
7888	87.269	0.0897074	37.5627	0.413517	1	17.2097	2	0.163627	0
7889	92.2195	0.30642	30.452	0.297377	0	17.2518	0	0.0889279	138.596
7890	155.04	0.269146	21.0097	0.247273	1	17.2817	1	0.165771	138746
7891	24.6554	0.452893	20.6716	0.550253	1	16.955	0	0.128776	305.034
7892	117.192	0.392106	31.2422	0.30413	0	16.8719	2	0.20732	31.7665
7893	92.2709	0.282699	27.051	0.311875	0	22.3332	1	0.248122	11094.1
7894	85.9641	0.75911	22.0771	0.284345	1	17.9213	0	0.109818	1419.67
7895	47.793	0.549808	26.3737	0.517183	0	19.4924	2	0.205265	0
7896	30.4557	0.311973	35.8632	0.243294	1	9.0009	1	0.219438	103792
7897	35.8546	0.970166	25.4592	0.493908	0	20.6189	2	0.169913	12.5254
7898	180.296	0.947913	39.153	0.556685	1	15.301	1	0.129383	0
7899	79.7862	0.456028	21.1527	0.321439	1	12.5241	0	0.247194	1146.78
7900	146.792	0.386835	36.744	0.581236	0	9.26981	0	0.0500786	2127.78
7901	234.564	0.785994	32.9449	0.468913	1	21.0187	1	0.218261	0
7902	57.2698	0.154665	23.3255	0.243672	0	20.3644	2	0.147298	10904.9
7903	129.956	0.531699	38.3587	0.482809	0	8.67314	0	0.0723326	260.211
7904	127.378	0.332027	28.2296	0.305644	1	23.2307	1	0.0752198	149.473
7905	76.4754	0.449278	22.5198	0.419797	0	6.947	2	0.123046	161589
7906	211.781	0.290224	33.8516	0.509869	1	20.6043	1	0.151751	0
7907	59.8453	0.440171	37.161	0.410635	1	11.9153	0	0.181632	0
7908	13.7136	0.168924	20.485	0.36046	0	6.68741	2	0.233091	204568
7909	14.7739	0.761312	24.6128	0.348915	0	12.7498	2	0.135426	9353.54
7910	94.1059	0.750586	20.6688	0.373478	1	17.0611	0	0.122446	497.591
7911	170.114	0.905389	23.1111	0.235917	0	10.892	1	0.0915881	188553
7912	69.4948	0.951279	30.0024	0.307477	1	21.451	2	0.0610825	165.353
7913	3.99571	0.849029	34.7672	0.584737	0	11.1307	1	0.0611546	0
7914	174.617	0.0928134	30.6828	0.516531	1	15.8199	0	0.243359	0
7915	103.197	0.939032	27.6479	0.428192	1	14.9444	0	0.171634	0
7916	245.729	0.180512	36.9364	0.490952	0	20.8415	1	0.143751	0
7917	142.198	0.550233	36.4441	0.43089	1	7.52222	2	0.0821431	4291.29
7918	15.9543	0.989298	26.0361	0.483167	0	14.9809	0	0.160992	149519
7919	63.4475	0.666849	33.0103	0.356766	1	21.2846	1	0.209774	0
7920	110.126	0.583205	35.8049	0.576331	0	5.60651	2	0.0566445	6211.08
7921	40.232	0.173114	25.046	0.565595	0	14.2778	0	0.0905865	44.5472
7922	249.669	0.380255	28.6927	0.342814	1	8.61563	2	0.132161	5906.41
7923	162.252	0.642996	38.3895	0.572065	0	11.2994	1	0.133681	0
7924	158.586	0.596113	35.5703	0.488969	1	21.9832	1	0.192298	0
7925	40.1063	0.171653	20.3603	0.415275	1	14.6178	0	0.13874	459.549
7926	177.106	0.98071	29.1404	0.594363	0	22.2091	2	0.185886	121689
7927	8.25301	0.519663	21.9201	0.271259	1	19.9345	1	0.211784	82685.5
7928	66.5005	0.359665	36.7613	0.242044	0	24.4927	2	0.134487	127.835
7929	220.06	0.178545	27.0468	0.243735	1	6.73844	0	0.0831708	2949.54
7930	197.227	0.814726	37.1777	0.287323	0	18.5773	2	0.229737	0
7931	168.966	0.112125	20.387	0.242818	0	10.7977	0	0.138507	6474.4
7932	167.352	0.0327755	25.2539	0.452082	1	7.43017	1	0.246037	173693
7933	205.593	0.649647	29.1234	0.225332	1	6.25982	0	0.0721407	2087.79
7934	16.7718	0.371719	27.9128	0.236102	0	22.271	1	0.0814877	4949.79
7935	144.811	0.508646	22.2052	0.451565	0	22.0139	2	0.104965	188.541
7936	138.666	0.745947	30.7759	0.569067	1	15.8022	0	0.191842	0
7937	240.196	0.524865	27.8704	0.24892	1	12.025	1	0.141092	5587.1
7938	91.2832	0.92596	32.7143	0.518686	0	10.4856	2	0.0595379	0
7939	168.916	0.110313	32.007	0.223955	0	17.0534	1	0.240676	11052.6
7940	240.586	0.388057	35.9213	0.392549	1	10.4495	0	0.109827	0
7941	92.0064	0.481481	27.8045	0.224348	1	14.916	2	0.218636	5270.84
7942	218.18	0.167325	39.0408	0.462562	0	10.7605	0	0.211875	0
7943	248.554	0.316748	21.1466	0.208763	0	15.0892	2	0.18911	160323
7944	53.4448	0.467239	21.83	0.47459	1	16.4443	1	0.138142	69433.6
7945	165.959	0.541076	39.0139	0.469404	0	11.0616	1	0.148584	0
7946	104.321	0.875092	34.2795	0.587886	1	15.3673	2	0.158291	0
7947	65.1391	0.870704	20.9957	0.289876	0	15.9511	0	0.0590042	182725
7948	169.354	0.925734	22.3542	0.333633	1	17.9166	0	0.079754	309.093
7949	95.4302	0.901942	39.357	0.59375	1	6.24331	2	0.232461	113825
7950	189.975	0.612349	29.2108	0.323516	0	10.0587	1	0.174136	49001.6
7951	87.5385	0.0597405	38.2101	0.362942	0	16.4633	0	0.150649	0
7952	213.945	0.0712996	36.6969	0.301619	1	19.8811	1	0.0768308	0
7953	236.979	0.460301	34.3078	0.59802	1	7.50365	2	0.180075	5072.76
7954	159.683	0.526619	27.3008	0.336915	0	15.3991	0	0.126226	4.52988
7955	9.84915	0.65921	26.6494	0.304583	1	11.2455	2	0.139329	6184.7
7956	48.4776	0.502552	23.3377	0.359946	0	9.43649	1	0.067571	46450.7
7957	100.589	0.922714	38.5026	0.412418	1	18.8355	0	0.205067	0
7958	105.151	0.347906	33.1681	0.490765	0	11.6211	2	0.0762031	0
7959	167.038	0.0276326	21.1322	0.439276	0	10.5277	1	0.088753	147972
7960	6.58725	0.0510404	39.6898	0.344671	1	8.83273	0	0.0684871	26.2268
7961	9.71301	0.228213	34.0435	0.479577	0	19.1622	1	0.198549	0
7962	176.001	0.687848	36.0603	0.252258	1	17.8375	2	0.20228	1.5253
7963	244.349	0.66205	29.597	0.48446	0	24.4007	0	0.187524	0
7964	235.78	0.805495	34.287	0.402884	1	22.8426	1	0.17954	0
7965	235.578	0.961557	36.1919	0.294917	1	21.0396	2	0.173907	0
7966	131.983	0.599845	27.3743	0.320282	0	21.8028	0	0.166136	111.291
7967	18.6856	0.795675	23.6333	0.522846	1	7.32441	1	0.184383	174030
7968	26.1477	0.356026	23.0694	0.364606	0	19.9425	2	0.13805	11878.3
7969	231.663	0.472235	32.2856	0.303249	0	16.1605	1	0.224507	0
7970	123.079	0.058856	36.6067	0.553341	1	6.01351	2	0.0619959	4663.69
7971	16.2807	0.269461	34.3567	0.301533	1	20.3492	0	0.162996	78.3187
7972	180.431	0.795651	25.883	0.47493	0	5.20669	1	0.20714	183821
7973	5.82403	0.738743	28.442	0.391866	1	12.9212	0	0.132882	36.266
7974	67.327	0.295153	24.0279	0.298748	0	19.7114	2	0.112956	9332.37
7975	69.1928	0.689353	24.1047	0.354	0	17.1692	1	0.177142	14780.9
7976	86.6182	0.800979	31.2192	0.419268	1	19.5544	0	0.247398	0
7977	208.55	0.0174201	27.4567	0.275101	1	16.3091	2	0.14196	5459.24
7978	200.543	0.631695	33.7605	0.420512	0	5.21267	0	0.156479	4152.52
7979	186.835	0.906217	25.1911	0.243228	0	12.6988	1	0.182799	124062
7980	204.401	0.14919	36.3649	0.55741	1	20.8928	2	0.154085	0
7981	186.712	0.357995	21.0063	0.295877	1	16.2161	1	0.0531976	119258
7982	88.0017	0.876752	30.9481	0.442554	0	12.5933	0	0.098758	0
7983	24.2194	0.760147	34.0934	0.254469	0	16.551	2	0.128016	289.696
7984	170.657	0.708081	31.5877	0.490979	1	7.65848	2	0.105527	5389.29
7985	134.411	0.978628	25.1557	0.339621	1	8.04161	0	0.097411	178528
7986	195.275	0.459047	32.0301	0.437683	0	20.0366	1	0.0784659	0
7987	80.0753	0.720762	30.0279	0.273801	0	5.57323	0	0.238348	337.848
7988	8.97567	0.160826	26.2439	0.549988	1	23.8117	2	0.118069	0
7989	9.42717	0.177445	25.4538	0.541438	0	24.6486	1	0.141982	0.717291
7990	168.898	0.138838	31.9004	0.343804	1	12.3969	2	0.169454	0
7991	18.3074	0.815793	37.7536	0.349401	0	17.2734	0	0.177173	0
7992	16.212	0.698477	21.5406	0.439111	1	13.6383	1	0.081235	172829
7993	207.64	0.41908	20.7321	0.381744	1	24.6971	0	0.159075	248.966
7994	121.632	0.959581	29.6738	0.371277	0	8.75817	2	0.216198	160388
7995	100.396	0.41288	26.956	0.450351	1	18.9607	1	0.167279	0
7996	193.314	0.645042	20.8919	0.358153	0	14.0165	0	0.202422	155.895
7997	13.6691	0.0726669	33.3687	0.340927	0	13.2902	1	0.0657699	6.3173
7998	101.605	0.382737	25.3218	0.447475	1	20.7043	2	0.207909	0
7999	87.8303	0.884049	31.7177	0.378672	1	8.12258	0	0.116813	0
8000	191.409	0.155757	23.7129	0.405559	0	13.7267	1	0.0946204	10428.7
8001	3.09009	0.2814	30.9589	0.362741	1	15.6881	2	0.0598386	33.7247
8002	49.5899	0.56442	25.9335	0.352193	0	9.48249	1	0.125464	40640.2
8003	17.2581	0.486893	28.2661	0.212061	0	12.1523	2	0.182444	4868.16
8004	57.6112	0.0643947	27.1331	0.503496	1	24.3535	0	0.173371	1.98623
8005	163.025	0.67633	26.113	0.425625	1	21.1026	0	0.05418	12.3706
8006	26.4339	0.722659	28.557	0.318042	0	7.90512	1	0.118337	48199.5
8007	210.638	0.201431	20.5344	0.498369	0	22.9462	2	0.143831	370.339
8008	74.3583	0.394387	26.2454	0.266051	1	16.9147	1	0.190787	10409.6
8009	166.846	0.455489	38.4629	0.512581	0	15.4647	0	0.0788572	0
8010	152.529	0.929282	28.4381	0.448049	1	8.48202	2	0.137781	155357
8011	49.2688	0.29591	29.6147	0.354217	0	18.8791	2	0.128688	30.318
8012	89.2868	0.977605	34.1599	0.401921	1	20.4452	0	0.0847507	0
8013	201.841	0.102566	25.1264	0.305285	1	22.993	1	0.126435	179.643
8014	104.578	0.108095	29.573	0.31281	0	11.6633	0	0.229138	740.529
8015	182.064	0.957996	29.28	0.315688	1	20.7676	1	0.228049	38.2453
8016	59.9221	0.58475	22.0704	0.546558	0	8.63042	2	0.101416	166860
8017	83.0001	0.575848	33.0833	0.214052	0	9.50622	2	0.0509013	3313.06
8018	210.916	0.672806	30.9065	0.474435	1	8.20709	1	0.177381	98427.1
8019	162.568	0.220025	22.0857	0.522338	1	13.3054	0	0.0663002	5250.03
8020	169.4	0.860562	30.2532	0.331135	0	9.98692	2	0.224389	88582.5
8021	58.8957	0.943245	31.9028	0.205934	0	24.6942	1	0.203476	9954
8022	129.077	0.578405	26.9406	0.357527	1	11.595	0	0.0755165	0.388566
8023	203.414	0.423704	38.298	0.556622	0	14.5261	1	0.221184	0
8024	194.199	0.0238334	31.1252	0.320149	1	10.5338	2	0.2038	4626.98
8025	51.17	0.795976	27.7714	0.59106	1	9.28242	0	0.204659	0
8026	99.3473	0.443827	33.0782	0.274409	0	8.00588	2	0.226291	5487.44
8027	38.7866	0.307647	20.7854	0.538814	1	13.2385	1	0.157042	160919
8028	38.2643	0.207625	28.5775	0.300549	0	18.6915	0	0.226912	415.292
8029	137.972	0.629862	26.6026	0.51904	1	15.0317	2	0.0848346	0
8030	157.327	0.538033	25.9158	0.266903	0	18.4037	1	0.0812435	6606.17
8031	26.3244	0.884757	29.4161	0.431705	0	7.00746	0	0.142877	0
8032	16.6998	0.686235	31.5407	0.489956	1	12.3506	0	0.136328	0
8033	217.937	0.181532	21.6552	0.410882	1	6.15316	2	0.0706828	189463
8034	136.69	0.358883	37.2017	0.355237	0	20.5913	1	0.199272	0
8035	27.2673	0.81923	23.6776	0.307362	1	13.8265	0	0.146335	1130.14
8036	87.0779	0.0439506	33.8979	0.567237	0	6.57745	2	0.204257	8889.33
8037	73.8446	0.930841	37.5086	0.206692	1	19.8308	1	0.0994187	246.843
8038	14.8597	0.779625	24.8968	0.33741	0	23.0234	0	0.0522629	792.64
8039	46.1389	0.98515	20.1845	0.470784	1	18.6923	2	0.126968	203122
8040	165.715	0.50644	25.173	0.536224	0	12.5167	1	0.105906	8308.36
8041	78.7187	0.311377	32.1122	0.379636	0	19.7522	1	0.240589	0
8042	68.2316	0.0330866	28.3148	0.321601	1	20.9283	2	0.0991649	205.253
8043	176.916	0.587826	25.9509	0.382121	0	20.6541	0	0.203292	0
8044	66.0607	0.0178733	30.2554	0.43617	1	19.6624	0	0.189995	17189.3
8045	199.49	0.0515764	33.9458	0.408432	0	14.6855	2	0.189196	0
8046	147.959	0.320521	20.245	0.560839	1	20.1816	1	0.245226	179545
8047	14.6509	0.828346	36.3547	0.227945	1	11.963	0	0.101059	306.762
8048	55.5203	0.784518	23.0319	0.240457	0	6.66923	2	0.222167	190092
8049	15.4367	0.259744	32.5457	0.575459	1	20.8619	1	0.150788	0
8050	63.2373	0.395069	20.8698	0.390893	0	7.0947	1	0.18175	195555
8051	53.047	0.357606	35.8854	0.451546	0	24.5451	0	0.236503	0
8052	190.577	0.304388	21.0184	0.502254	1	9.83911	2	0.100711	179438
8053	233.573	0.3735	36.7481	0.308166	0	16.0723	2	0.135651	0
8054	73.6435	0.621957	39.5782	0.321385	1	11.6078	0	0.133293	0
8055	122.969	0.785693	23.3485	0.529112	1	22.8682	1	0.0564471	92.5716
8056	248.699	0.522962	35.3588	0.381409	0	21.2742	2	0.218556	0
8057	153.421	0.711535	32.5374	0.442961	1	16.4848	0	0.185719	0
8058	229.976	0.0146768	38.8821	0.599675	0	14.1798	1	0.103657	0
8059	131.117	0.312409	35.5478	0.310871	0	10.8643	1	0.0612967	0
8060	73.0436	0.140635	25.8783	0.537262	1	6.62321	0	0.0793862	32563.4
8061	225.413	0.117528	36.9474	0.335578	0	7.77539	2	0.0559884	3607.95
8062	223.826	0.566636	35.7076	0.582952	1	8.54872	2	0.17856	4724.11
8063	96.3267	0.39193	23.6738	0.478639	1	17.8933	0	0.102651	84.4818
8064	247.981	0.781963	28.8698	0.379138	0	23.9224	1	0.232029	0
8065	139.124	0.546395	34.161	0.5301	1	5.27393	1	0.100181	142640
8066	230.724	0.139752	37.5757	0.572734	0	23.7652	0	0.0638723	0
8067	80.7396	0.774896	33.95	0.366943	0	18.6133	2	0.22477	0
8068	130.413	0.724327	36.9252	0.225091	1	20.8653	2	0.186051	103.941
8069	139.909	0.635063	32.0468	0.43301	0	6.8553	1	0.152336	111269
8070	89.8581	0.257204	32.2564	0.249764	1	13.7916	0	0.0949564	295.164
8071	168.586	0.92939	28.0544	0.441452	0	23.3281	1	0.120393	0
8072	154.26	0.0176941	37.5808	0.598152	1	7.43954	0	0.138592	79682.3
8073	149.497	0.556148	31.8376	0.399767	0	21.2013	2	0.126953	0
8074	144.507	0.184855	37.9295	0.229101	1	7.43672	2	0.223298	3772.82
8075	113.997	0.0732944	21.6634	0.495683	0	19.1776	1	0.0811272	227.142
8076	71.7584	0.855711	28.2378	0.249888	1	18.8932	0	0.137539	743.32
8077	198.768	0.952626	28.069	0.543331	1	24.871	0	0.214915	0
8078	152.223	0.247686	34.9038	0.228618	0	5.39073	1	0.242408	167326
8079	141.493	0.231495	24.8749	0.293907	1	12.6683	2	0.148252	8204.92
8080	123.514	0.499356	26.132	0.409236	0	18.0545	0	0.128837	0
8081	26.0398	0.137518	26.542	0.389592	0	12.2563	1	0.153281	8911.82
8082	96.5162	0.359575	35.3789	0.212632	1	5.75845	2	0.217531	2989.39
8083	77.154	0.408	38.6678	0.550794	1	9.03814	0	0.100077	0
8084	210.705	0.619158	23.9908	0.485848	0	6.37118	1	0.170992	167134
8085	16.926	0.858004	29.7113	0.565459	0	21.5351	2	0.172651	0
8086	80.6366	0.457933	24.8131	0.315993	1	8.18882	0	0.14719	555.557
8087	110.529	0.33857	38.692	0.561566	1	12.1259	1	0.133643	0
8088	31.3098	0.074088	28.6193	0.408881	0	16.7313	2	0.148633	0
8089	242.003	0.174732	34.2725	0.466229	1	11.1605	0	0.132195	0
8090	40.2981	0.410877	32.505	0.510279	0	8.96344	1	0.121371	4781.89
8091	126.997	0.823112	26.7906	0.208127	0	20.1367	2	0.0507937	5744.01
8092	212.616	0.196872	22.7686	0.520489	1	15.3578	1	0.100727	13998.1
8093	123.466	0.812656	21.8325	0.266533	1	12.4757	2	0.0760294	195800
8094	122.116	0.499672	23.9551	0.481311	0	17.421	0	0.248728	81.7056
8095	154.702	0.274217	37.3742	0.211397	1	6.04746	1	0.128369	136639
8096	76.1586	0.802781	28.6558	0.343401	0	15.6206	0	0.21143	57.9886
8097	191.959	0.592109	37.393	0.415861	0	13.0003	2	0.210451	0
8098	106.231	0.6989	20.8213	0.446458	1	18.4813	1	0.192904	172967
8099	230.934	0.169312	30.797	0.536408	1	23.5211	0	0.0964924	0
8100	125.231	0.31968	28.3556	0.228752	0	7.76153	2	0.178781	5092.27
8101	198.413	0.380151	32.6629	0.409776	0	7.6995	0	0.060316	2693.71
8102	115.947	0.154917	20.0332	0.200573	1	16.8206	1	0.249603	217076
8103	191.343	0.822007	31.8736	0.231652	1	5.51939	2	0.064001	113208
8104	107.157	0.926261	24.4826	0.353652	0	18.0794	1	0.0868432	182.97
8105	135.711	0.155517	33.5506	0.415176	0	9.00401	0	0.138638	0
8106	165.112	0.514968	37.0773	0.460918	1	20.0177	2	0.0944433	0
8107	108.296	0.0839521	39.2466	0.282096	0	9.53559	1	0.140681	2673.48
8108	226.599	0.614304	39.359	0.402035	1	23.2004	2	0.228627	0
8109	167.876	0.853719	22.8924	0.361948	0	10.5037	0	0.232391	67.7749
8110	114.972	0.15732	20.1306	0.368088	1	22.1034	2	0.223095	196481
8111	192.596	0.877572	29.2679	0.252812	0	12.0225	1	0.238908	68038.3
8112	229.47	0.407338	21.3122	0.370776	1	13.5423	0	0.102707	200.339
8113	154.633	0.182067	21.2655	0.216588	0	12.5477	1	0.234019	156965
8114	77.3326	0.0281573	37.9242	0.520957	1	24.9455	0	0.10844	0
8115	69.5219	0.0409659	32.5686	0.414336	0	22.8808	2	0.101425	0
8116	131.587	0.46508	35.4153	0.230994	1	24.0164	1	0.181252	138.75
8117	33.292	0.559093	27.7309	0.594649	1	13.6224	0	0.238623	0
8118	15.0338	0.796117	26.9879	0.486857	0	19.8851	2	0.179443	0
