Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Default infrastructure aging time	Maximum capacity exceeding	Percentage of income used for maintenance	Staff Hired	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
293	92.8096	0.181995	32.4201	0.181547	0.576519	14	1	21.4355	1	0.200755	0
294	227.888	0.516413	20.4557	0.29354	0.331938	16	0	19.2449	0	0.125345	0
295	84.8569	0.255185	32.2836	0.0877221	0.531435	21	0	20.6776	1	0.179514	419.622
296	19.9401	0.590587	33.3913	0.335747	0.511456	7	1	11.6948	0	0.201114	0
297	165.14	0.554077	21.6534	0.332374	0.341096	3	1	13.2268	2	0.0799345	-1.29807e+033
298	90.036	0.369041	35.4409	0.140303	0.38024	1	0	24.5346	0	0.209886	7450.55
299	206.838	0.414958	22.559	0.438614	0.229423	17	0	20.0587	2	0.069212	0
300	167.559	0.761637	21.8891	0.249361	0.328479	22	1	19.8078	1	0.108915	0
301	247.779	0.890792	23.0234	0.431379	0.458155	2	1	16.879	0	0.152557	-1.29807e+033
302	138.202	0.881583	20.1694	0.0384479	0.59879	13	0	8.53878	1	0.165606	2330.54
303	143.248	0.162296	39.8281	0.493202	0.287306	9	1	19.2809	2	0.156935	0
304	81.9831	0.928263	24.3886	0.0681898	0.572696	5	0	24.6688	1	0.114781	1246.41
305	132.651	0.330909	34.9395	0.130129	0.405506	18	1	18.1453	0	0.179271	0
306	116.804	0.766609	21.4565	0.362086	0.448918	20	0	6.70188	2	0.16434	0
307	68.8119	0.51469	26.8263	0.327242	0.30492	8	1	6.58184	0	0.241058	0
308	48.1485	0.382195	22.2661	0.346259	0.497359	19	0	8.61836	1	0.105066	0
309	136.253	0.495487	38.0323	0.418441	0.370519	6	1	22.5085	2	0.0757016	0
310	64.9508	0.50832	35.3632	0.35289	0.555788	12	0	16.7209	2	0.209918	0
311	43.5627	0.200232	33.9445	0.370189	0.230176	11	1	19.787	0	0.0624968	0
312	63.3018	0.932111	37.8358	0.448263	0.224912	0	0	20.318	1	0.187575	163877
313	52.0729	0.800749	26.8354	0.450918	0.234481	23	0	23.0921	2	0.225371	0
314	90.8743	0.477192	20.081	0.437931	0.378933	6	1	19.465	1	0.186039	-1.29807e+033
315	241.962	0.477122	20.0625	0.375563	0.204835	13	0	17.6681	0	0.248457	561.151
316	114.873	0.730069	31.4546	0.158144	0.351519	8	1	14.3968	0	0.230623	0
317	38.6804	0.287317	37.517	0.164059	0.390362	2	1	6.95751	2	0.0696965	58212.8
318	154.683	0.584575	24.4728	0.310257	0.363797	19	0	24.2719	1	0.1494	0
319	139.529	0.528891	28.1251	0.387198	0.305968	4	1	7.18017	2	0.243213	186376
320	56.4126	0.521645	34.7518	0.438011	0.570475	11	0	24.9374	1	0.215953	0
321	82.643	0.896963	31.6476	0.109448	0.596522	9	1	6.76882	0	0.222841	118.05
322	111.919	0.119387	30.3531	0.0716699	0.525783	0	0	13.8635	1	0.175438	174544
323	135.346	0.816677	24.3293	0.284114	0.308383	12	0	20.9965	0	0.17972	0
324	10.2174	0.837032	33.9307	0.107201	0.533667	20	1	10.0329	2	0.129619	49.575
325	112.835	0.0513365	35.5538	0.130511	0.353063	16	1	20.7557	2	0.173989	0
326	82.7577	0.0990426	32.8525	0.382328	0.316614	10	0	13.1632	1	0.222069	0
327	222.755	0.0330574	31.0658	0.375009	0.226731	18	0	8.78518	0	0.0918625	0
328	102.973	0.270576	25.1085	0.0312781	0.322199	14	1	14.3099	0	0.135315	3287.99
329	241.399	0.443524	20.0643	0.398044	0.41101	21	0	24.5113	1	0.138052	0
330	174.976	0.592132	29.4279	0.0818833	0.393445	3	1	16.4107	2	0.122069	6651.56
331	40.9061	0.389684	26.5936	0.315975	0.306288	15	0	9.34357	1	0.117288	0
332	128.114	0.585781	39.2439	0.150544	0.249689	25	1	17.9914	2	0.0535778	0
333	56.2831	0.373634	23.4684	0.215961	0.239878	17	1	14.8931	0	0.0681115	1114.89
334	122.504	0.119174	36.1832	0.0676466	0.303585	22	0	24.5198	2	0.220553	1272.8
335	63.7923	0.812501	28.3109	0.409266	0.389004	24	1	24.3041	0	0.152958	0
336	143.75	0.399546	38.016	0.137358	0.567844	5	0	22.686	1	0.159244	0
337	238.653	0.332931	26.1833	0.300574	0.582952	7	0	22.8682	1	0.232731	0
338	94.4818	0.269207	24.4593	0.332752	0.367161	1	1	11.7021	0	0.0777632	-1.29807e+033
339	89.0075	0.346042	28.165	0.455886	0.283451	14	1	18.9226	2	0.169987	0
340	147.937	0.392323	31.8475	0.484944	0.463547	12	0	14.6726	1	0.122973	0
341	243.279	0.242354	23.3525	0.350178	0.299764	19	0	5.21267	2	0.208661	0
342	4.77287	0.507195	34.2756	0.35774	0.461034	6	1	12.5048	0	0.0869426	0
343	45.4873	0.0446672	36.6928	0.243346	0.43872	3	0	7.20398	0	0.0683906	134588
344	104.332	0.446343	38.1899	0.235073	0.505061	18	1	15.9611	1	0.130337	0
345	144.986	0.574212	28.289	0.339846	0.502046	16	1	17.412	2	0.155929	0
346	91.3118	0.352278	25.7426	0.375621	0.320863	13	0	9.98201	1	0.179606	0
347	5.86098	0.334063	31.3343	0.181174	0.516123	15	1	17.4902	0	0.187585	0
348	4.93986	0.400704	33.4247	0.231897	0.587922	10	0	13.3507	2	0.190452	0
349	26.0358	0.784716	36.5883	0.139382	0.228953	25	1	16.3663	2	0.150476	417.869
350	147.378	0.658592	29.1761	0.230014	0.329485	4	0	7.90722	1	0.107454	124212
351	25.1882	0.0403069	38.7561	0.336047	0.496874	0	0	13.9569	0	0.190193	156790
352	167.312	0.896597	24.7875	0.477657	0.462092	8	1	13.6163	0	0.130648	0
353	2.22439	0.573064	30.6376	0.263483	0.318527	23	1	8.94311	1	0.0896719	0
354	93.6074	0.955631	39.2107	0.0168428	0.493149	21	0	5.82709	2	0.0731736	1919.3
355	19.7133	0.664217	38.369	0.314043	0.412647	24	0	12.6819	0	0.227513	0
356	29.68	0.630482	29.1398	0.464564	0.301913	9	1	19.6897	1	0.229921	0
357	134.624	0.555605	27.9706	0.460218	0.324354	11	1	21.6619	2	0.153965	0
358	151.523	0.916348	25.2909	0.0565249	0.419742	17	0	7.34026	2	0.155343	1450.81
359	123.146	0.458882	23.9818	0.332056	0.267062	20	0	20.5377	1	0.0867942	0
360	132.241	0.498402	30.3959	0.0129514	0.388416	7	1	14.4663	0	0.0968061	2922.55
361	88.7161	0.413042	37.8498	0.297496	0.411442	5	1	7.21184	1	0.0837427	2098.88
362	74.4641	0.462633	27.4541	0.304615	0.523927	2	0	15.0143	2	0.237247	165621
363	232.88	0.308476	33.919	0.304788	0.444619	22	0	16.4874	0	0.131062	0
364	146.304	0.954709	37.4451	0.468335	0.455651	1	1	21.6577	2	0.0970655	148308
365	150.463	0.0195458	31.4166	0.0814458	0.211159	0	1	12.0392	0	0.216677	173926
366	31.7344	0.735052	38.4423	0.0581044	0.215143	19	0	13.9919	1	0.199586	2202.71
367	231.082	0.873988	25.2386	0.096416	0.44454	3	1	5.0931	0	0.0845955	185828
368	207.584	0.92802	39.7232	0.301237	0.261934	6	0	15.593	1	0.125907	0
369	142.551	0.345819	28.5284	0.38881	0.361948	5	0	11.6875	2	0.0929095	0
370	192.692	0.0986436	23.2603	0.43302	0.325111	9	1	9.21475	2	0.0911243	0
371	232.009	0.133751	32.1473	0.35063	0.240852	8	0	23.8502	1	0.129394	0
372	128.9	0.730132	30.6093	0.341196	0.506914	2	1	11.2092	0	0.133341	168321
373	112.766	0.596733	35.7592	0.355848	0.244115	17	1	6.07433	2	0.237701	0
374	41.6612	0.676254	34.6934	0.0711408	0.455253	20	0	9.12611	0	0.125222	634.456
375	155.414	0.532257	35.1706	0.312399	0.595082	22	0	9.17972	1	0.207106	0
376	153.313	0.308194	21.4781	0.28987	0.249764	16	1	16.3138	1	0.11382	356.521
377	132.072	0.0446998	29.4563	0.416049	0.298139	23	0	6.01522	0	0.0642013	0
378	156.664	0.296182	35.5334	0.0623944	0.367981	13	1	5.10057	2	0.249153	962.842
379	24.9222	0.530871	34.5441	0.410232	0.565327	1	1	11.9504	1	0.227183	171277
380	80.7081	0.198718	24.7138	0.0513784	0.591751	7	0	19.1596	0	0.0700443	1607.88
381	103.778	0.101907	33.9781	0.460921	0.225144	12	1	10.4856	2	0.053776	0
382	218.244	0.846284	39.1711	0.299568	0.404136	15	0	5.77113	2	0.205108	0
383	90.3928	0.736581	39.5615	0.163115	0.236651	11	1	21.7299	0	0.162469	0
384	43.388	0.668944	34.0222	0.413966	0.47493	14	0	22.7164	1	0.210579	0
385	75.7951	0.3777	31.9509	0.15595	0.272932	24	0	14.4057	1	0.100196	142.944
386	177.31	0.890885	31.4045	0.398641	0.303823	21	1	14.592	2	0.119221	0
387	160.575	0.657162	29.1223	0.482311	0.206645	10	0	19.019	0	0.199969	0
388	121.322	0.128866	30.6294	0.0354118	0.420722	25	1	9.62608	1	0.051698	1866.78
389	114.585	0.805494	20.5235	0.256141	0.440062	4	0	22.2101	0	0.209496	0
390	204.944	0.567006	24.0261	0.368597	0.541438	18	1	22.271	2	0.16056	0
391	164.548	0.337517	22.9458	0.17721	0.430344	23	0	20.5443	0	0.0687648	0
392	121.93	0.803724	35.3873	0.15133	0.579087	17	1	23.1987	2	0.0716026	0
393	37.0254	0.431828	39.5254	0.442112	0.331455	2	1	9.76419	1	0.193909	154868
394	113.159	0.34808	24.9272	0.0959759	0.254906	25	0	15.6172	1	0.226537	2103.58
395	17.3383	0.319906	37.9507	0.454828	0.387928	5	0	9.61632	2	0.130053	0
396	161.134	0.2436	30.2058	0.0317405	0.448523	22	1	22.4285	0	0.129201	1841.22
397	101.022	0.879662	29.7902	0.20727	0.469517	20	1	7.63897	1	0.113956	0
398	122.319	0.765539	27.3063	0.301308	0.216863	8	0	14.1765	0	0.228026	0
399	119.467	0.362493	21.4762	0.377845	0.570562	7	1	8.31624	2	0.183215	-1.29807e+033
400	184.648	0.258979	25.8474	0.414521	0.578258	3	0	11.526	2	0.0891419	179998
401	32.707	0.82105	27.6335	0.112159	0.490202	21	1	7.18244	0	0.124404	128.795
402	156.216	0.259634	23.6095	0.128564	0.35721	16	0	7.67118	1	0.11682	361.872
403	187.332	0.621068	27.8808	0.0410021	0.48081	6	1	21.2556	2	0.139537	1680.92
404	18.7226	0.328434	37.0998	0.353054	0.593648	4	0	8.4877	1	0.247434	138213
405	26.7665	0.113306	35.6298	0.332045	0.22604	18	1	11.0883	0	0.0678995	0
406	169.717	0.281022	32.7051	0.0770653	0.388222	12	0	14.2692	2	0.249058	555.478
407	64.6296	0.686317	29.2722	0.247321	0.225765	10	1	6.66546	1	0.215821	4009.74
408	193.289	0.436738	27.8507	0.451713	0.520489	13	0	13.1802	0	0.190525	0
409	210.146	0.327945	33.9761	0.16963	0.278052	11	0	23.2429	2	0.108684	0
410	124.603	0.210273	26.0728	0.479675	0.520829	19	1	11.1723	0	0.240388	0
411	74.1117	0.0126258	35.3214	0.30906	0.379553	24	1	24.5451	1	0.150706	0
412	32.7787	0.0187669	26.6103	0.486417	0.569845	15	0	19.1409	0	0.0876568	0
413	56.9441	0.224437	31.2121	0.248014	0.507793	9	1	13.6134	1	0.126265	0
414	126.942	0.466067	20.2985	0.2095	0.577496	0	0	20.0531	2	0.232475	-1.29807e+033
415	224.182	0.0334383	38.1607	0.100495	0.332357	14	0	19.31	1	0.130807	89.4829
416	235.019	0.287501	23.6389	0.233667	0.562022	1	1	7.54158	0	0.153451	208824
417	26.9258	0.917759	32.6876	0.358102	0.508294	5	0	10.2111	2	0.237536	129714
418	83.3465	0.820706	23.1568	0.371401	0.291867	6	1	12.675	0	0.0597352	-1.29807e+033
419	139.596	0.156348	29.2974	0.357347	0.598488	16	0	10.5285	1	0.214132	0
420	229.057	0.0648768	34.1538	0.0636407	0.449204	13	1	13.3809	2	0.106051	798.222
421	127.799	0.755598	33.2244	0.279041	0.228315	4	0	15.6653	0	0.0884525	0
422	172.391	0.982602	21.2802	0.0417362	0.540249	2	1	11.4439	1	0.160259	197728
423	64.8106	0.608188	28.9433	0.433176	0.48302	17	0	12.0376	2	0.133765	0
424	100.814	0.460848	36.1297	0.224343	0.546213	1	1	15.975	1	0.132141	160384
425	227.838	0.0827103	28.1983	0.463702	0.41333	12	0	11.541	0	0.192293	0
426	83.6191	0.571275	34.8472	0.31709	0.564281	25	1	9.10443	2	0.151037	0
427	86.7394	0.498933	30.2567	0.281673	0.544882	9	0	12.9915	0	0.242225	0
428	5.14699	0.260529	26.4797	0.0564057	0.537883	8	1	19.5803	1	0.0869111	1286.53
429	249.958	0.519345	28.5075	0.14861	0.477361	20	0	9.14674	2	0.236606	0
430	58.3101	0.577311	30.8586	0.184105	0.573854	0	1	18.463	0	0.244912	174356
431	166.571	0.185274	26.5916	0.245074	0.333997	18	1	23.2391	1	0.208625	0
432	55.8562	0.465406	38.3145	0.0290465	0.542676	14	0	12.5723	2	0.233724	1548.95
433	117.624	0.646573	24.6941	0.459879	0.307141	24	1	16.6837	2	0.121524	0
434	40.6351	0.946664	29.8721	0.0311564	0.438848	19	0	20.0082	1	0.122679	2261.36
435	161.083	0.161104	33.6526	0.42051	0.31392	21	0	15.0957	0	0.143362	0
436	120.516	0.503078	30.3686	0.0749834	0.566384	3	1	18.4841	0	0.175683	711.038
437	22.5994	0.717691	23.0742	0.388237	0.478107	22	1	11.1087	1	0.212848	0
438	195.929	0.938195	30.3102	0.119487	0.3473	7	0	15.7172	2	0.07627	67.0734
439	124.441	0.494328	31.9883	0.392405	0.333773	10	0	14.5469	0	0.10014	0
440	108.604	0.977563	22.651	0.332655	0.479385	23	1	11.9734	2	0.070268	0
441	191.598	0.670376	33.3629	0.146339	0.397993	11	1	10.4223	1	0.0727779	0
442	39.0502	0.354023	23.3067	0.280287	0.349492	15	0	16.4093	0	0.165366	0
443	79.2061	0.0441308	29.8989	0.232673	0.44742	8	0	6.5322	1	0.0569244	0
444	241.195	0.154046	32.6991	0.416941	0.3465	24	1	14.3926	2	0.225517	0
445	39.7483	0.620084	29.8914	0.0547166	0.430561	17	1	15.3657	2	0.200797	1522.48
446	194.478	0.0275161	37.2105	0.0429352	0.297606	12	0	12.2779	0	0.156177	2709.99
447	79.886	0.451551	39.9562	0.302479	0.499938	2	0	18.64	1	0.0575258	2382.38
448	190.061	0.61122	25.4072	0.223912	0.462915	23	1	14.9547	1	0.0953031	0
449	158.04	0.812767	29.8482	0.436489	0.326646	13	0	17.4512	2	0.0509321	0
450	21.63	0.568421	29.7592	0.445239	0.428542	16	1	23.6352	0	0.119924	0
451	248.497	0.796111	28.5926	0.0999784	0.396735	4	0	23.7476	1	0.077024	414.636
452	247.94	0.912889	31.9821	0.156403	0.257682	10	1	14.689	0	0.196871	0
453	22.7571	0.372922	24.1011	0.158721	0.321597	21	1	20.974	2	0.231226	775.403
454	35.3878	0.643634	39.2909	0.0643765	0.210893	3	0	13.2341	1	0.242253	135199
455	166.346	0.676599	31.2223	0.0548717	0.454816	20	1	10.3119	2	0.0711384	1157.56
456	185.698	0.802346	22.7504	0.208176	0.340578	19	0	17.6365	0	0.226932	0
457	236.329	0.560226	31.2547	0.475204	0.35473	14	0	14.2292	1	0.164423	0
458	146.741	0.0610661	21.156	0.349318	0.454771	0	1	7.73092	2	0.22435	-1.29807e+033
459	232.199	0.931435	22.419	0.287636	0.343169	25	1	7.60605	0	0.072219	0
460	13.1925	0.295208	32.8561	0.00873696	0.51438	18	0	15.3408	0	0.129243	2776.14
461	188.652	0.0284125	36.5273	0.41378	0.266313	22	0	24.9101	1	0.192676	0
462	99.4556	0.436128	31.3752	0.388905	0.407246	15	1	11.8491	2	0.0779824	0
463	130.408	0.846564	39.9921	0.282048	0.509733	6	1	12.6541	0	0.123522	0
464	125.19	0.110939	34.992	0.32574	0.455321	11	0	10.1354	2	0.0870785	0
465	103.638	0.0958933	25.4634	0.271007	0.54175	1	0	23.2713	1	0.0770806	189781
466	68.5326	0.23727	33.7915	0.469994	0.442656	5	1	15.2366	2	0.199561	0
467	243.869	0.320915	30.2263	0.209383	0.514091	7	0	18.6563	0	0.116518	0
468	141.081	0.668717	28.2987	0.341435	0.523548	9	1	9.96067	1	0.235238	0
469	191.238	0.352903	20.6719	0.0176584	0.271449	6	0	9.85827	0	0.0887567	4639.01
470	0.298045	0.459741	30.3873	0.332574	0.47031	2	1	20.1079	1	0.0607981	21434.9
471	149.614	0.945654	30.3336	0.0679465	0.514685	4	0	22.2431	2	0.136944	873.545
472	173.584	0.640356	27.5347	0.334157	0.433786	10	1	9.71252	1	0.0530064	0
473	50.2279	0.26893	31.0664	0.274641	0.318323	8	0	11.7239	0	0.114392	0
474	6.22193	0.459264	27.3172	0.221596	0.530425	12	1	15.9396	2	0.115878	0
475	114.663	0.624397	37.5913	0.0478471	0.263239	23	0	6.60981	0	0.189246	2066.99
476	245.517	0.114769	27.8087	0.0612434	0.462188	14	1	22.5995	1	0.0863371	1164.81
477	57.2243	0.894345	34.9419	0.467432	0.524328	18	0	14.7081	2	0.150279	0
478	35.1275	0.752036	34.0092	0.447993	0.209012	17	1	9.69932	2	0.166381	0
479	92.4762	0.2154	21.9768	0.380476	0.22963	13	1	5.28763	0	0.0523963	-1.29807e+033
480	138.275	0.75077	34.9879	0.475053	0.491463	9	0	21.7544	1	0.181205	0
481	192.144	0.440914	39.8715	0.19242	0.312195	24	1	22.9447	0	0.243388	0
482	136.108	0.786693	25.7189	0.00533584	0.420583	3	0	12.802	2	0.123846	98089.2
483	65.4174	0.030735	38.2807	0.462552	0.306718	11	1	7.36778	1	0.2284	0
484	4.85013	0.460654	23.9854	0.196306	0.549697	5	0	19.4991	1	0.209922	0
485	10.0769	0.0640132	39.4826	0.102991	0.438307	1	0	19.9328	2	0.215572	18930.1
486	218.052	0.217314	22.8018	0.35175	0.240405	25	1	12.1699	0	0.231536	0
487	123.436	0.656515	29.162	0.486025	0.350614	16	1	17.4464	2	0.0553638	0
488	153.688	0.354541	29.5966	0.0370108	0.382015	0	0	5.28194	1	0.20135	180051
489	165.422	0.285889	27.8889	0.313916	0.44224	15	0	18.7674	0	0.0769895	0
490	3.10551	0.122281	21.1584	0.153291	0.293858	21	1	14.597	2	0.2264	2229.75
491	137.572	0.438829	23.3545	0.36217	0.330886	22	0	9.54819	0	0.100021	0
492	128.086	0.471478	34.9329	0.122442	0.397396	19	1	11.8738	1	0.163445	0
493	178.285	0.598735	20.6111	0.3444	0.576905	7	0	14.9932	1	0.0790742	0
494	238.06	0.0184042	21.7312	0.464521	0.500045	20	1	6.61202	0	0.236073	0
495	117.809	0.202276	31.8699	0.130258	0.52676	3	0	11.8702	2	0.0683535	5677.79
496	129.893	0.242493	29.4315	0.304191	0.286859	22	1	23.2601	0	0.0783566	0
497	170.924	0.745434	22.9319	0.246977	0.406656	15	1	10.5156	2	0.0991435	0
498	246.828	0.241057	33.7252	0.0115681	0.263824	24	0	5.45933	1	0.202541	3377.21
499	46.7306	0.988799	30.5263	0.495771	0.493182	11	0	12.1027	2	0.0956938	0
500	127.259	0.716457	33.2492	0.276067	0.584003	20	1	8.07857	0	0.182003	0
501	37.4309	0.204195	28.1202	0.216048	0.450833	13	1	6.68411	1	0.0507536	0
502	100.392	0.256505	32.6886	0.0015544	0.495587	18	0	5.63747	2	0.199156	3263.72
503	42.5516	0.646353	28.5134	0.21766	0.428826	12	0	10.8202	0	0.230573	0
504	107.218	0.326223	32.5314	0.243177	0.552761	5	1	6.73675	1	0.210036	162786
505	195.721	0.718786	36.5149	0.262167	0.511301	23	1	17.4294	1	0.163547	0
506	191.03	0.587147	37.5292	0.0506035	0.324651	25	0	20.6036	2	0.149937	1399.27
507	96.7528	0.0995241	23.9591	0.452788	0.27262	6	0	12.3678	0	0.242191	0
508	193.567	0.146979	37.6495	0.246428	0.508402	7	1	23.7772	1	0.208978	0
509	2.90694	0.82894	34.0046	0.479761	0.281043	8	0	17.5299	0	0.0583878	0
510	173.437	0.822178	30.7826	0.0574022	0.201747	21	1	11.989	2	0.0979178	2647.45
511	138.543	0.0849366	35.6346	0.176679	0.391493	0	1	7.08094	1	0.206838	168173
512	158.113	0.89611	31.5767	0.37906	0.393984	2	0	21.6287	0	0.0912567	135179
513	178.696	0.433586	23.5116	0.432738	0.387591	4	0	16.6788	2	0.0986977	-1.29807e+033
514	110.108	0.190329	32.2278	0.424239	0.488287	9	1	17.1086	0	0.177389	0
515	186.662	0.0560293	32.8044	0.344113	0.518048	17	1	10.5779	1	0.0588272	0
516	92.5052	0.646822	29.2851	0.260512	0.224994	14	0	12.3356	2	0.24639	0
517	90.838	0.197191	33.5541	0.323099	0.533426	16	1	14.1847	0	0.110601	0
518	151.809	0.0785524	23.3413	0.287788	0.425891	10	0	10.2344	2	0.145039	0
519	244.463	0.218832	25.1672	0.120738	0.417013	1	1	15.4994	1	0.204651	192374
520	201.823	0.0299892	29.9891	0.405932	0.487077	19	0	22.087	0	0.222143	0
521	62.0104	0.98933	37.4144	0.125056	0.504788	5	1	14.6593	2	0.0993476	117857
522	73.4402	0.490143	29.8111	0.0947698	0.313227	3	0	17.506	1	0.221579	101614
523	136.376	0.977084	37.8277	0.165544	0.467958	16	1	5.95703	1	0.0534745	0
524	189.32	0.747235	32.4233	0.250199	0.588054	17	0	19.8765	0	0.21981	0
525	83.1623	0.749327	29.3485	0.127435	0.408398	14	0	20.3921	2	0.235861	7.25138
526	179.22	0.0770467	28.7733	0.38755	0.552759	7	1	8.33746	2	0.112119	0
527	110.218	0.254783	32.457	0.224532	0.407104	0	0	8.42328	1	0.0723827	179048
528	86.3717	0.788746	22.7128	0.0485475	0.439868	18	1	22.207	0	0.147648	2040.89
529	44.275	0.888231	32.0288	0.30086	0.258481	6	1	6.78016	1	0.0649225	138232
530	130.173	0.206955	34.8653	0.138616	0.446552	11	0	7.56792	0	0.0800641	0
531	241.819	0.465737	38.8976	0.042007	0.257813	20	0	20.4342	2	0.231002	1942.83
532	9.88745	0.615401	33.2933	0.470207	0.346288	10	1	20.0244	0	0.118072	0
533	89.633	0.627242	30.6273	0.432832	0.323794	24	0	23.0018	1	0.152022	0
534	39.657	0.896323	36.7963	0.292901	0.484776	13	1	17.3428	2	0.109261	0
535	201.367	0.845598	37.6274	0.46822	0.497375	21	0	22.5956	2	0.0799408	0
536	144.558	0.943747	26.3247	0.0828144	0.487512	19	1	16.1758	0	0.0822473	826.551
537	41.8975	0.481217	39.0501	0.224459	0.552407	15	1	20.0942	1	0.224939	0
538	107.83	0.291086	29.4987	0.304142	0.315364	2	0	10.7761	2	0.201717	138875
539	182.16	0.213503	39.6136	0.18216	0.384298	8	0	20.811	1	0.0521397	0
540	234.805	0.646294	35.9017	0.14706	0.500297	25	1	19.0988	0	0.133325	0
541	119.434	0.52454	25.2373	0.229671	0.385727	1	0	17.811	0	0.0878624	178522
542	187.548	0.261736	27.4151	0.420174	0.246362	4	1	16.7073	1	0.0740279	16295.8
543	244.478	0.909114	32.9767	0.261869	0.287651	22	1	6.80098	2	0.191328	0
544	233.929	0.847972	33.8105	0.401944	0.459273	12	0	8.56279	2	0.17519	0
545	202.067	0.541688	33.8382	0.316639	0.424837	9	0	15.7083	0	0.0554979	0
546	9.48468	0.74047	32.2456	0.201119	0.222046	23	1	15.3362	1	0.240283	76.1076
547	179.324	0.881199	37.0535	0.435479	0.366392	21	0	24.2384	1	0.138289	0
548	233.564	0.926244	22.3035	0.332821	0.557973	3	1	21.3036	2	0.0695121	-1.29807e+033
549	94.2112	0.531026	39.1928	0.36454	0.434444	24	0	19.2858	0	0.108657	0
550	179.088	0.248714	27.8709	0.345235	0.396293	9	1	18.9125	2	0.129685	0
551	137.075	0.906639	30.7868	0.181256	0.336619	25	1	22.8857	1	0.114052	0
552	41.3954	0.763207	29.8522	0.0378193	0.29598	11	0	23.3374	0	0.080307	2984.4
553	9.41876	0.514355	32.8867	0.0812305	0.558138	12	1	15.7445	0	0.0544678	495.673
554	105.703	0.261528	34.5164	0.0319104	0.493734	20	0	20.1553	2	0.220857	1621.36
555	166.393	0.422869	33.7328	0.0950194	0.258577	6	0	11.8978	1	0.109076	932.124
556	248.184	0.35157	23.2289	0.18242	0.210482	7	1	20.6162	1	0.0861043	14271.1
557	234.206	0.396214	31.1542	0.166242	0.580838	23	0	22.2036	2	0.186145	0
558	199.682	0.65499	34.055	0.0439276	0.317377	8	1	5.80296	0	0.188635	1819.1
559	245.282	0.978112	24.4275	0.489369	0.52965	1	1	10.0069	0	0.238318	-1.29807e+033
560	220.955	0.176443	35.6737	0.0721873	0.411699	17	0	6.39872	1	0.161571	584.922
561	95.9996	0.215514	27.2144	0.333754	0.402203	13	1	18.0925	2	0.0560376	0
562	24.6952	0.43134	28.2181	0.154723	0.316562	5	0	6.84217	1	0.0934854	58438.3
563	155.653	0.865564	38.8464	0.371214	0.358759	2	1	10.9046	2	0.139417	134177
564	64.1978	0.784803	23.6074	0.0715958	0.384508	4	0	20.4581	0	0.116562	1839.99
565	229.371	0.517527	32.784	0.398897	0.579308	16	0	10.5067	1	0.147738	0
566	55.7094	0.57759	39.4374	0.449377	0.574322	0	1	8.1632	2	0.159477	148771
567	226.732	0.168482	33.7625	0.18294	0.408776	18	1	6.09264	0	0.0860212	0
568	7.89293	0.614474	27.8405	0.136402	0.353149	19	0	19.3938	1	0.13463	447.849
569	72.9025	0.154645	32.3069	0.177934	0.589457	14	1	22.9598	2	0.132729	0
570	129.106	0.732824	26.3431	0.389159	0.260189	10	0	23.2782	0	0.225927	0
571	13.3352	0.583122	36.8673	0.396443	0.503167	22	1	16.7636	1	0.221402	0
572	41.5208	0.138302	36.1458	0.30737	0.23113	15	0	7.06182	2	0.216491	0
573	0.699367	0.713737	27.6227	0.200592	0.426734	24	0	7.25955	0	0.152277	0
574	133.888	0.242245	36.0826	0.424589	0.560328	2	1	15.0478	1	0.212573	159809
575	82.8258	0.796668	36.1792	0.216185	0.577888	1	1	22.8558	0	0.191234	123189
576	55.0932	0.47595	36.0733	0.41141	0.473036	5	0	10.1474	2	0.0838913	0
577	126.703	0.706926	27.238	0.148076	0.243081	23	1	15.411	1	0.077366	777.071
578	22.3715	0.494103	32.7282	0.0103423	0.538718	3	0	13.6276	2	0.104105	8529.6
579	97.2697	0.265427	25.6662	0.438222	0.236102	15	0	7.18913	0	0.23844	0
580	135.931	0.078316	20.531	0.138136	0.523368	11	1	15.743	0	0.217885	435.54
581	136.576	0.96669	26.7035	0.0358347	0.571216	17	0	24.2847	2	0.148881	1871.85
582	247.684	0.0718836	32.0648	0.480874	0.574167	14	1	21.412	1	0.130031	0
583	154.824	0.79647	27.4567	0.0611919	0.296166	6	0	16.4464	0	0.135938	2082.9
584	77.6897	0.404439	24.1382	0.199457	0.412507	13	1	6.69205	2	0.223873	0
585	193.302	0.142203	39.4097	0.267265	0.536322	10	0	6.1575	1	0.181603	0
586	215.036	0.788518	37.4839	0.216742	0.516671	16	1	9.38351	2	0.245443	0
587	23.4901	0.354837	21.7692	0.148254	0.55741	7	0	19.1233	0	0.17654	230.413
588	214.372	0.484285	34.8287	0.292712	0.576106	20	1	19.7188	1	0.132564	0
589	72.7331	0.702462	32.7598	0.348419	0.476297	8	0	24.1157	0	0.0938771	0
590	78.1575	0.969928	35.118	0.19672	0.471579	12	1	15.3589	1	0.0797849	0
591	21.3982	0.283875	28.3861	0.434569	0.54201	22	1	15.8915	2	0.166575	0
592	137.209	0.659472	36.6915	0.0341468	0.516055	0	0	18.34	1	0.12791	154824
593	35.9521	0.756106	39.4531	0.0608779	0.415832	21	1	9.79451	0	0.0838411	922.362
594	217.061	0.131891	31.8549	0.48948	0.44047	25	0	20.4003	2	0.163524	0
